run_id,strategy,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
none_0,none,1,0,0,2.5129947891415605,1.4945828108584385,0,0.0,100.0
none_0,none,1,1,0,2.3066715414598726,1.7009060585401283,0,0.0,100.0
none_0,none,1,2,0,2.3569484120220596,1.6506291879779413,0,0.0,100.0
none_0,none,1,3,0,2.403637238947841,1.6039403610521592,0,0.0,100.0
none_0,none,1,4,0,2.404557290641782,1.6030203093582183,0,0.0,100.0
none_0,none,1,5,0,2.3758883614901345,1.631689238509866,0,0.0,100.0
none_0,none,1,6,0,2.325521691917659,1.6820559080823416,0,0.0,100.0
none_0,none,1,7,0,2.3068333758543877,1.700744224145613,0,0.0,100.0
none_0,none,1,8,0,2.340836498973694,1.666741101026309,0,0.0,100.0
none_0,none,1,9,0,2.4549334376097436,1.5526441623902543,0,0.0,100.0
none_0,none,1,0,1,2.3019226438320795,1.7056549561679222,0,0.0,100.0
none_0,none,1,1,1,2.216381898376967,1.791195701623034,0,0.0,100.0
none_0,none,1,2,1,2.266670190509954,1.740907409490047,0,0.0,100.0
none_0,none,1,3,1,2.2660655729233863,1.7415120270766145,0,0.0,100.0
none_0,none,1,4,1,2.3086996657517167,1.6988779342482838,0,0.0,100.0
none_0,none,1,5,1,2.2543346252039824,1.7532429747960185,0,0.0,100.0
none_0,none,1,6,1,2.2597993783378647,1.7477782216621358,0,0.0,100.0
none_0,none,1,7,1,2.246964487207854,1.7606131127921476,0,0.0,100.0
none_0,none,1,8,1,2.221256524375318,1.786321075624683,0,0.0,100.0
none_0,none,1,9,1,2.2860204844426764,1.7215571155573262,0,0.0,100.0
none_0,none,1,0,2,2.3369849001917027,1.670592699808298,0,0.0,100.0
none_0,none,1,1,2,2.2509532942825166,1.7566243057174848,0,0.0,100.0
none_0,none,1,2,2,2.2633925915874866,1.7441850084125141,0,0.0,100.0
none_0,none,1,3,2,2.2956525863336568,1.7119250136663435,0,0.0,100.0
none_0,none,1,4,2,2.3072680829423895,1.7003095170576108,0,0.0,100.0
none_0,none,1,5,2,2.2951740763804573,1.7124035236195427,0,0.0,100.0
none_0,none,1,6,2,2.3104655392744613,1.697112060725539,0,0.0,100.0
none_0,none,1,7,2,2.287350428715709,1.7202271712842911,0,0.0,100.0
none_0,none,1,8,2,2.243309069017564,1.764268530982437,0,0.0,100.0
none_0,none,1,9,2,2.353940189982387,1.6536374100176139,0,0.0,100.0
none_0,none,1,0,3,2.3279703793644604,1.67960722063554,0,0.0,100.0
none_0,none,1,1,3,2.2457030631441945,1.7618745368558062,0,0.0,100.0
