run_id,strategy,pesticide_threshold,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
threshold_81,threshold,0.3,1,3.5605040580726683,0.44707354192733223,8,14881.512174218005,100.0
threshold_80,threshold,0.3,1,3.5818347924844596,0.42574280751554155,7,15045.504377453379,100.0
threshold_83,threshold,0.3,2,3.595395733793241,0.4121818662067605,8,24904.93864217076,100.0
threshold_82,threshold,0.3,2,3.5879722707005954,0.41960532929940564,8,24943.972281441438,100.0
threshold_81,threshold,0.3,2,3.583794212885985,0.42378338711401575,8,24832.89481287596,100.0
threshold_80,threshold,0.3,2,3.588928538937832,0.41864906106216915,8,25012.289994266874,100.0
threshold_83,threshold,0.3,3,3.5759981279697826,0.43157947203021835,8,34832.93302608011,100.0
threshold_82,threshold,0.3,3,3.588126966466847,0.41945063353315254,8,34908.35318084198,100.0
threshold_81,threshold,0.3,3,3.573481442859769,0.43409615714023214,9,34653.33914145527,100.0
threshold_80,threshold,0.3,3,3.5855307727577013,0.4220468272422987,8,34968.88231253998,100.0
threshold_87,threshold,0.3,1,3.590002743962584,0.41757485603741595,8,14970.008231887752,100.0
threshold_86,threshold,0.3,1,3.57418765924563,0.4333899407543712,8,14922.56297773689,100.0
threshold_85,threshold,0.3,1,3.570059719439171,0.43751788056083,8,14910.179158317513,100.0
threshold_84,threshold,0.3,1,3.5946063107368538,0.41297128926314736,8,14983.81893221056,100.0
threshold_87,threshold,0.3,2,3.5724679205120324,0.4351096794879688,9,24787.411993423848,100.0
threshold_86,threshold,0.3,2,3.5717338631936064,0.43584373680639454,8,24837.76456731771,100.0
threshold_85,threshold,0.3,2,3.586813087197896,0.4207645128021043,8,24870.6184199112,100.0
threshold_84,threshold,0.3,2,3.5851918157557776,0.422385784244223,7,25039.394379477893,100.0
threshold_87,threshold,0.3,3,3.5823043800231154,0.4252732199768849,8,34734.32513349319,100.0
threshold_86,threshold,0.3,3,3.5841048711022814,0.4234727288977199,8,34790.079180624554,100.0
threshold_85,threshold,0.3,3,3.5822155393060253,0.42536206069397525,8,34817.265037829275,100.0
threshold_84,threshold,0.3,3,3.5883560335022855,0.41922156649771447,8,35004.46247998475,100.0
threshold_91,threshold,0.3,1,3.5755716542258633,0.4320059457741368,8,14926.71496267759,100.0
threshold_90,threshold,0.3,1,3.611465933518585,0.39611166648141505,6,15234.397800555755,100.0
threshold_89,threshold,0.3,1,3.578708750718111,0.42886884928189006,9,14836.126252154332,100.0
threshold_88,threshold,0.3,1,3.582840036882091,0.4247375631179103,8,14948.520110646274,100.0
threshold_91,threshold,0.3,2,3.5845155426039366,0.4230620573960639,8,24880.261590489397,100.0
threshold_90,threshold,0.3,2,3.608842721904677,0.3987348780953232,7,25360.925966269788,100.0
threshold_89,threshold,0.3,2,3.611379689327718,0.396197910672282,7,24970.265320137485,100.0
threshold_88,threshold,0.3,2,3.5986773224126636,0.4089002775873378,8,24944.552077884262,100.0
threshold_91,threshold,0.3,3,3.5805397886584194,0.4270378113415817,9,34721.88095646466,100.0
threshold_90,threshold,0.3,3,3.5759098789330235,0.4316677210669776,8,35288.65560306886,100.0
threshold_89,threshold,0.3,3,3.5820444560726323,0.42553314392736885,8,34916.39868835538,100.0
threshold_88,threshold,0.3,3,3.581932229453262,0.42564537054673884,9,34790.348766244046,100.0
threshold_94,threshold,0.3,1,3.5882363457972777,0.4193412542027221,8,14964.709037391833,100.0
threshold_93,threshold,0.3,1,3.607682282522402,0.3998953174775988,7,15123.046847567206,100.0
threshold_92,threshold,0.3,1,3.5965984078801507,0.4109791921198485,8,14989.795223640453,100.0
threshold_95,threshold,0.3,1,3.593768916683547,0.41380868331645454,8,14981.306750050642,100.0
threshold_94,threshold,0.3,2,3.591490146208556,0.4160874537914452,8,24939.1794760175,100.0
threshold_93,threshold,0.3,2,3.6005240834298418,0.40705351657015876,8,25124.619097856732,100.0
threshold_92,threshold,0.3,2,3.5718293926661886,0.43574820733381103,8,24905.28340163902,100.0
threshold_95,threshold,0.3,2,3.5791643035491707,0.4284132964508312,9,24818.799660698154,100.0
threshold_94,threshold,0.3,3,3.573848868961966,0.4337287310380337,8,34860.7260829034,100.0
threshold_93,threshold,0.3,3,3.5947760319615787,0.41280156803842155,8,35108.947193741464,100.0
threshold_92,threshold,0.3,3,3.5828222637093825,0.424755336290617,8,34853.75019276717,100.0
threshold_95,threshold,0.3,3,3.5797730982975056,0.4278045017024951,8,34758.118955590675,100.0
threshold_99,threshold,0.3,1,3.5962963596567956,0.4112812403432055,8,14988.889078970387,100.0
