run_id,strategy,plot_position,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
none_2,none,interior,1,6,2,2.2901967658873135,1.7173808341126868,0,0.0,100.0
none_2,none,interior,1,7,2,2.2688546658698274,1.7387229341301735,0,0.0,100.0
none_2,none,interior,1,8,2,2.31572053201736,1.69185706798264,0,0.0,100.0
none_2,none,edge,1,9,2,2.393735632980407,1.6138419670195934,0,0.0,100.0
none_2,none,edge,1,0,3,2.3825704973918445,1.6250071026081556,0,0.0,100.0
none_2,none,interior,1,1,3,2.2654302501593184,1.7421473498406823,0,0.0,100.0
none_2,none,interior,1,2,3,2.3035520471911552,1.7040255528088455,0,0.0,100.0
none_2,none,interior,1,3,3,2.27716262267538,1.7304149773246211,0,0.0,100.0
none_2,none,interior,1,4,3,2.286644332033086,1.7209332679669151,0,0.0,100.0
none_2,none,interior,1,5,3,2.296492412181661,1.7110851878183393,0,0.0,100.0
none_2,none,interior,1,6,3,2.283052217440077,1.7245253825599232,0,0.0,100.0
none_2,none,interior,1,7,3,2.2767252051458646,1.7308523948541361,0,0.0,100.0
none_2,none,interior,1,8,3,2.2850667904841457,1.7225108095158548,0,0.0,100.0
none_2,none,edge,1,9,3,2.4095236835901326,1.5980539164098675,0,0.0,100.0
none_2,none,edge,1,0,4,2.348417805135411,1.6591597948645893,0,0.0,100.0
none_2,none,interior,1,1,4,2.2853918877696136,1.7221857122303867,0,0.0,100.0
none_2,none,interior,1,2,4,2.323171704254217,1.6844058957457833,0,0.0,100.0
none_2,none,interior,1,3,4,2.3091535712959645,1.698424028704036,0,0.0,100.0
none_2,none,interior,1,4,4,2.318569415815018,1.6890081841849827,0,0.0,100.0
none_2,none,interior,1,5,4,2.3024349170131977,1.7051426829868024,0,0.0,100.0
none_2,none,interior,1,6,4,2.2789883262245816,1.7285892737754187,0,0.0,100.0
none_2,none,interior,1,7,4,2.3046216581621244,1.702955941837876,0,0.0,100.0
none_2,none,interior,1,8,4,2.3033476488393068,1.704229951160693,0,0.0,100.0
none_2,none,edge,1,9,4,2.3770024443153477,1.6305751556846526,0,0.0,100.0
none_2,none,edge,1,0,5,2.367898684270946,1.6396789157290537,0,0.0,100.0
