run_id,strategy,calendar_interval,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
calendar_156,calendar,7,1,6,2,3.5846477557049816,0.42292984429501934,10,0.26,100.0
calendar_156,calendar,7,1,7,2,3.608914700785139,0.3986628992148609,10,0.26,100.0
calendar_156,calendar,7,1,8,2,3.6128138033935007,0.3947637966064992,10,0.26,100.0
calendar_156,calendar,7,1,9,2,3.654420059529357,0.35315754047064196,10,0.26,100.0
calendar_156,calendar,7,1,0,3,3.6407395366803055,0.3668380633196954,10,0.26,100.0
calendar_156,calendar,7,1,1,3,3.557410634093299,0.45016696590670163,10,0.26,100.0
calendar_156,calendar,7,1,2,3,3.5988487054536944,0.40872889454630645,10,0.26,100.0
calendar_156,calendar,7,1,3,3,3.5912812467481907,0.41629635325180775,10,0.26,100.0
calendar_156,calendar,7,1,4,3,3.6209280712653067,0.38664952873469516,10,0.26,100.0
calendar_156,calendar,7,1,5,3,3.6062815885060577,0.4012960114939422,10,0.26,100.0
calendar_156,calendar,7,1,6,3,3.596702977426986,0.4108746225730132,10,0.26,100.0
calendar_156,calendar,7,1,7,3,3.602868747938331,0.4047088520616709,10,0.26,100.0
calendar_156,calendar,7,1,8,3,3.5934293358491276,0.4141482641508718,10,0.26,100.0
calendar_156,calendar,7,1,9,3,3.651100999460418,0.3564766005395809,10,0.26,100.0
calendar_156,calendar,7,1,0,4,3.65003154265922,0.357546057340779,10,0.26,100.0
calendar_156,calendar,7,1,1,4,3.5704854014363008,0.43709219856369885,10,0.26,100.0
calendar_156,calendar,7,1,2,4,3.6014797604302857,0.4060978395697145,10,0.26,100.0
calendar_156,calendar,7,1,3,4,3.638416058546935,0.3691615414530633,10,0.26,100.0
calendar_156,calendar,7,1,4,4,3.621047583578174,0.38653001642182555,10,0.26,100.0
calendar_156,calendar,7,1,5,4,3.624415687687379,0.38316191231262103,10,0.26,100.0
calendar_156,calendar,7,1,6,4,3.5982680295534113,0.40930957044658856,10,0.26,100.0
calendar_156,calendar,7,1,7,4,3.5929771987454515,0.41460040125455055,10,0.26,100.0
calendar_156,calendar,7,1,8,4,3.5566188762744773,0.45095872372552304,10,0.26,100.0
calendar_156,calendar,7,1,9,4,3.653858691713895,0.3537189082861048,10,0.26,100.0
calendar_156,calendar,7,1,0,5,3.6652997133129013,0.3422778866870981,10,0.26,100.0
calendar_156,calendar,7,1,1,5,3.550387448046917,0.45719015195308343,10,0.26,100.0
calendar_156,calendar,7,1,2,5,3.606360163604348,0.40121743639565327,10,0.26,100.0
calendar_156,calendar,7,1,3,5,3.6200472489229907,0.38753035107700917,10,0.26,100.0
calendar_156,calendar,7,1,4,5,3.6343834866841505,0.3731941133158496,10,0.26,100.0
calendar_156,calendar,7,1,5,5,3.6222615632313184,0.38531603676868276,10,0.26,100.0
calendar_156,calendar,7,1,6,5,3.6193255048741695,0.3882520951258293,10,0.26,100.0
calendar_156,calendar,7,1,7,5,3.6340308264864802,0.37354677351352034,10,0.26,100.0
calendar_156,calendar,7,1,8,5,3.5748306306825595,0.4327469693174414,10,0.26,100.0
calendar_156,calendar,7,1,9,5,3.6565088002759585,0.35106879972404315,10,0.26,100.0
calendar_156,calendar,7,1,0,6,3.6428982101955887,0.36467938980441206,10,0.26,100.0
calendar_156,calendar,7,1,1,6,3.5683723733989803,0.43920522660102007,10,0.26,100.0
calendar_156,calendar,7,1,2,6,3.584395853397304,0.42318174660269586,10,0.26,100.0
