run_id,strategy,efficacy,increment,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
none_0,none,0.8,0.05,1,2.2391506385724007,1.7684269614276003,0,11717.451915717202,100.0
none_3,none,0.8,0.05,2,2.251083573219727,1.7564940267802738,0,18242.64113268698,100.0
none_1,none,0.8,0.05,2,2.143574641428927,1.864002958571075,0,17914.42853574981,100.0
none_2,none,0.8,0.05,2,2.2471715209256833,1.760406079074318,0,18315.630854626856,100.0
none_0,none,0.8,0.05,2,2.1624328841856486,1.8451447158143535,0,18204.750568274147,100.0
none_3,none,0.8,0.05,3,2.1832745433456013,1.8243030566543998,0,24792.464762723783,100.0
none_1,none,0.8,0.05,3,2.143574641428927,1.864002958571075,0,24345.15246003659,100.0
none_2,none,0.8,0.05,3,2.275828082478696,1.7317495175213047,0,25143.115102062944,100.0
none_0,none,0.8,0.05,3,2.1672761028321395,1.8403014971678624,0,24706.578876770567,100.0
none_7,none,0.8,0.05,1,2.1663148334777436,1.841262766522258,0,11498.94450043323,100.0
none_5,none,0.8,0.05,1,2.1915869084484774,1.815990691551524,0,11574.760725345433,100.0
none_6,none,0.8,0.05,1,2.183024013836155,1.8245535861638467,0,11549.072041508465,100.0
none_4,none,0.8,0.05,1,2.160984340978229,1.846593259021773,0,11482.953022934686,100.0
none_7,none,0.8,0.05,2,2.138054091855941,1.869523508144061,0,17913.106776001052,100.0
none_5,none,0.8,0.05,2,2.1590707530037103,1.8485068469962918,0,18051.972984356566,100.0
none_6,none,0.8,0.05,2,2.1600937647138667,1.847483835286135,0,18029.353335650067,100.0
none_4,none,0.8,0.05,2,2.149644481171808,1.8579331188281936,0,17931.88646645011,100.0
none_7,none,0.8,0.05,3,2.145664030581163,1.8619135694188387,0,24350.098867744542,100.0
none_5,none,0.8,0.05,3,2.1755520037278946,1.8320255962721073,0,24578.62899554025,100.0
none_6,none,0.8,0.05,3,2.183207421293553,1.8243701787064484,0,24578.975599530724,100.0
none_4,none,0.8,0.05,3,2.150298903792804,1.857278696207198,0,24382.78317782852,100.0
none_11,none,0.8,0.05,1,2.204600196416019,1.8029774035839823,0,11613.800589248058,100.0
none_9,none,0.8,0.05,1,2.255676961145975,1.751900638854026,0,11767.030883437925,100.0
none_10,none,0.8,0.05,1,2.154506805217094,1.8530707947829081,0,11463.520415651281,100.0
none_8,none,0.8,0.05,1,2.1892911547086182,1.818286445291383,0,11567.873464125854,100.0
none_11,none,0.8,0.05,2,2.2508095865190283,1.7567680134809722,0,18366.229348805144,100.0
none_9,none,0.8,0.05,2,2.2009333496497514,1.80664425035025,0,18369.83093238718,100.0
none_10,none,0.8,0.05,2,2.2274393607882748,1.7801382392117262,0,18145.838498016106,100.0
none_8,none,0.8,0.05,2,2.2022222431625944,1.8053553568374068,0,18174.540193613637,100.0
