run_id,strategy,calendar_interval,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
calendar_61,calendar,10,1,3.5500648991058203,0.4575127008941786,7,14950.194697317462,100.0
calendar_62,calendar,10,2,3.519340369371183,0.48823723062881613,7,24935.00058862041,100.0
calendar_63,calendar,10,2,3.492960871749611,0.5146167282503887,7,24725.091813745585,100.0
calendar_60,calendar,10,2,3.5638641971894898,0.4437134028105105,7,24879.242828707604,100.0
calendar_61,calendar,10,2,3.5753745518684577,0.4322030481315418,7,24976.318352922834,100.0
calendar_62,calendar,10,3,3.4314480896736814,0.5761295103263177,7,34529.34485764145,100.0
calendar_63,calendar,10,3,3.538454001406222,0.46912359859378,7,34640.453817964255,100.0
calendar_60,calendar,10,3,3.504956414407008,0.5026211855929921,7,34694.11207192863,100.0
calendar_61,calendar,10,3,3.476386478241999,0.5311911217580014,7,34705.47778764883,100.0
calendar_64,calendar,10,1,3.4621000070543495,0.5454775929456501,7,14686.300021163048,100.0
calendar_65,calendar,10,1,3.503539974455437,0.5040376255445624,7,14810.619923366312,100.0
calendar_66,calendar,10,1,3.5789450891847556,0.42863251081524384,7,15036.835267554266,100.0
calendar_67,calendar,10,1,3.4920687820579133,0.5155088179420865,7,14776.20634617374,100.0
calendar_64,calendar,10,2,3.5125678539303444,0.4950097460696575,7,24524.00358295408,100.0
calendar_65,calendar,10,2,3.596085698278771,0.4114919017212285,7,24898.877018202624,100.0
calendar_66,calendar,10,2,3.5370719368891304,0.47050566311087066,7,24948.05107822166,100.0
calendar_67,calendar,10,2,3.5750833485429663,0.4324942514570346,7,24801.45639180264,100.0
calendar_64,calendar,10,3,3.561063165897419,0.4465144341025825,7,34507.193080646335,100.0
calendar_65,calendar,10,3,3.500544719387772,0.5070328806122296,7,34700.51117636594,100.0
calendar_66,calendar,10,3,3.5131356248349044,0.49444197516509497,7,34787.45795272637,100.0
calendar_67,calendar,10,3,3.5169251057990256,0.49065249420097423,7,34652.23170919972,100.0
calendar_70,calendar,10,1,3.5615594241258277,0.44601817587417225,7,14984.678272377483,100.0
calendar_71,calendar,10,1,3.523514310633246,0.48406328936675463,7,14870.542931899738,100.0
calendar_68,calendar,10,1,3.4685419029834113,0.5390356970165896,7,14705.625708950234,100.0
calendar_69,calendar,10,1,3.484917238319403,0.5226603616805995,7,14754.751714958209,100.0
calendar_70,calendar,10,2,3.536268466017116,0.4713091339828824,7,24893.483670428832,100.0
calendar_71,calendar,10,2,3.5076987015175387,0.49987889848246175,7,24693.639036452354,100.0
calendar_68,calendar,10,2,3.4952081564462523,0.5123694435537482,7,24491.25017828899,100.0
calendar_69,calendar,10,2,3.5343995193655253,0.47317808063447364,7,24657.950273054783,100.0
calendar_70,calendar,10,3,3.5746990932806204,0.4328785067193785,7,34917.58095027069,100.0
calendar_71,calendar,10,3,3.5198328179850975,0.48774478201490373,7,34553.13749040765,100.0
calendar_68,calendar,10,3,3.538809584532063,0.46876801546793656,7,34407.67893188518,100.0
calendar_69,calendar,10,3,3.5138644264547056,0.493713173545293,7,34499.5435524189,100.0
calendar_74,calendar,10,1,3.523205352803661,0.48437224719633726,7,14869.616058410982,100.0
calendar_75,calendar,10,1,3.4946084335064804,0.5129691664935205,7,14783.825300519442,100.0
calendar_72,calendar,10,1,3.498624951649774,0.5089526483502254,7,14795.874854949323,100.0
calendar_73,calendar,10,1,3.518867572296184,0.4887100277038152,7,14856.602716888552,100.0
calendar_74,calendar,10,2,3.5564992550542995,0.4510783449456997,7,24839.11382357388,100.0
calendar_75,calendar,10,2,3.500051905677269,0.5075256943227313,7,24583.98101755125,100.0
calendar_72,calendar,10,2,3.534758414240451,0.4728191857595497,7,24700.150097670674,100.0
calendar_73,calendar,10,2,3.536193451022919,0.4713841489770811,7,24765.18306995731,100.0
calendar_74,calendar,10,3,3.525703559264193,0.4818740407358055,7,34716.22450136646,100.0
calendar_75,calendar,10,3,3.542937414977256,0.4646401850227444,7,34512.793262483014,100.0
calendar_72,calendar,10,3,3.4746941500303428,0.5328834499696578,7,34424.2325477617,100.0
calendar_73,calendar,10,3,3.5835169205058413,0.42406067949416004,7,34815.733831474834,100.0
calendar_78,calendar,10,1,3.5465674194269132,0.4610101805730863,7,14939.70225828074,100.0
calendar_79,calendar,10,1,3.510756850926125,0.4968207490738745,7,14832.270552778375,100.0
calendar_76,calendar,10,1,3.527548405503161,0.48002919449683995,7,14882.645216509483,100.0
calendar_77,calendar,10,1,3.4843885240181494,0.5231890759818504,7,14753.165572054448,100.0
calendar_78,calendar,10,2,3.4904119897803545,0.5171656102196454,7,24710.938227621802,100.0
calendar_79,calendar,10,2,3.5521254035933594,0.4554521964066408,7,24788.646763558452,100.0
