run_id,plot_strategy,plot_pesticide,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
threshold_4,calendar,etofenprox,8,5,7,2.27673679100832,1.7308408089916811,5,1.0,110.6
threshold_4,threshold,neonicotinoid,8,6,7,2.2649493506758605,1.7426282493241407,10,1.0,100.0
threshold_4,threshold,neonicotinoid,8,7,7,2.285524392388236,1.722053207611765,10,1.0,100.0
threshold_4,threshold,etofenprox,8,8,7,2.283980942709682,1.723596657290318,10,1.0,110.6
threshold_4,threshold,neonicotinoid,8,9,7,2.3445722881578233,1.6630053118421761,10,1.0,100.0
threshold_4,threshold,neonicotinoid,8,0,8,2.2899943813517605,1.7175832186482407,10,1.0,100.0
threshold_4,calendar,etofenprox,8,1,8,2.243300940014235,1.7642766599857655,5,1.0,110.6
threshold_4,threshold,neonicotinoid,8,2,8,2.267988241303291,1.7395893586967095,10,1.0,100.0
threshold_4,threshold,neonicotinoid,8,3,8,2.288458589521777,1.7191190104782237,10,1.0,100.0
threshold_4,calendar,etofenprox,8,4,8,2.266731111072526,1.7408464889274742,5,1.0,110.6
threshold_4,threshold,etofenprox,8,5,8,2.2377213483637193,1.7698562516362817,10,1.0,110.6
threshold_4,threshold,neonicotinoid,8,6,8,2.2676883017730485,1.7398892982269527,10,1.0,100.0
threshold_4,threshold,etofenprox,8,7,8,2.2649228858223145,1.742654714177687,10,1.0,110.6
threshold_4,calendar,neonicotinoid,8,8,8,2.2321921523918706,1.775385447608131,5,1.0,100.0
threshold_4,calendar,neonicotinoid,8,9,8,2.2747866640944663,1.7327909359055362,5,1.0,100.0
threshold_4,calendar,etofenprox,8,0,9,2.507927355620463,1.4996502443795348,5,1.0,110.6
threshold_4,threshold,neonicotinoid,8,1,9,2.313384300252921,1.6941932997470803,10,1.0,100.0
threshold_4,calendar,neonicotinoid,8,2,9,2.36143070759696,1.6461468924030402,5,1.0,100.0
threshold_4,threshold,etofenprox,8,3,9,2.3749911029909563,1.6325864970090436,10,1.0,110.6
threshold_4,none,neonicotinoid,8,4,9,2.3560209319478016,1.651556668052198,0,0.0,100.0
threshold_4,none,neonicotinoid,8,5,9,2.339083460221909,1.668494139778091,0,0.0,100.0
threshold_4,none,etofenprox,8,6,9,2.364260772309449,1.6433168276905514,0,0.0,110.6
threshold_4,threshold,neonicotinoid,8,7,9,2.3834631192938933,1.624114480706107,9,1.0,100.0
threshold_4,none,neonicotinoid,8,8,9,2.283594006213344,1.7239835937866588,0,0.0,100.0
threshold_4,threshold,neonicotinoid,8,9,9,2.4867077403070064,1.5208698596929926,10,1.0,100.0
threshold_5,calendar,etofenprox,8,0,0,2.4756166164048032,1.531960983595196,5,1.0,110.6
threshold_5,calendar,etofenprox,8,1,0,2.325693542186061,1.6818840578139398,5,1.0,110.6
threshold_5,none,etofenprox,8,2,0,2.399711683391507,1.6078659166084937,0,0.0,110.6
threshold_5,threshold,neonicotinoid,8,3,0,2.3808052719951953,1.6267723280048045,9,1.0,100.0
threshold_5,threshold,etofenprox,8,4,0,2.3586695798575907,1.6489080201424093,10,1.0,110.6
threshold_5,calendar,neonicotinoid,8,5,0,2.3774644432401177,1.6301131567598826,5,1.0,100.0
threshold_5,threshold,etofenprox,8,6,0,2.368825165021547,1.6387524349784528,10,1.0,110.6
threshold_5,calendar,etofenprox,8,7,0,2.364794188493668,1.6427834115063318,5,1.0,110.6
threshold_5,threshold,neonicotinoid,8,8,0,2.3085019162093077,1.6990756837906944,10,1.0,100.0
threshold_5,threshold,neonicotinoid,8,9,0,2.4333252465496,1.574252353450399,9,1.0,100.0
threshold_5,calendar,etofenprox,8,0,1,2.2953945583459494,1.712183041654051,5,1.0,110.6
threshold_5,none,neonicotinoid,8,1,1,2.249561570086626,1.758016029913375,0,0.0,100.0
threshold_5,calendar,etofenprox,8,2,1,2.28349730187524,1.7240802981247603,5,1.0,110.6
threshold_5,none,neonicotinoid,8,3,1,2.2714913824275147,1.7360862175724856,0,0.0,100.0
threshold_5,threshold,etofenprox,8,4,1,2.255602003517462,1.751975596482539,10,1.0,110.6
threshold_5,none,etofenprox,8,5,1,2.2457856007193078,1.7617919992806936,0,0.0,110.6
threshold_5,calendar,neonicotinoid,8,6,1,2.259660239814852,1.7479173601851488,5,1.0,100.0
threshold_5,threshold,etofenprox,8,7,1,2.2869917665995527,1.720585833400448,10,1.0,110.6
threshold_5,calendar,etofenprox,8,8,1,2.2387511052678732,1.768826494732128,5,1.0,110.6
threshold_5,calendar,neonicotinoid,8,9,1,2.3077698103607673,1.6998077896392343,5,1.0,100.0
threshold_5,calendar,etofenprox,8,0,2,2.3663187968028825,1.6412588031971171,5,1.0,110.6
threshold_5,none,etofenprox,8,1,2,2.253063846648245,1.7545137533517556,0,0.0,110.6
threshold_5,calendar,neonicotinoid,8,2,2,2.274169487778331,1.7334081122216694,5,1.0,100.0
threshold_5,threshold,neonicotinoid,8,3,2,2.268612912694454,1.7389646873055469,10,1.0,100.0
threshold_5,none,neonicotinoid,8,4,2,2.2693652902703483,1.7382123097296525,0,0.0,100.0
threshold_5,threshold,etofenprox,8,5,2,2.278607354497489,1.7289702455025115,10,1.0,110.6
threshold_5,threshold,neonicotinoid,8,6,2,2.2648686314025293,1.7427089685974715,10,1.0,100.0
threshold_5,calendar,neonicotinoid,8,7,2,2.293611283583268,1.7139663164167325,5,1.0,100.0
threshold_5,none,neonicotinoid,8,8,2,2.2973332110807796,1.7102443889192211,0,0.0,100.0
threshold_5,calendar,etofenprox,8,9,2,2.362511701938586,1.6450658980614143,5,1.0,110.6
threshold_5,threshold,neonicotinoid,8,0,3,2.3492263740188237,1.658351225981177,10,1.0,100.0
threshold_5,none,etofenprox,8,1,3,2.280834665402542,1.7267429345974588,0,0.0,110.6
threshold_5,none,etofenprox,8,2,3,2.2733274931252003,1.7342501068748002,0,0.0,110.6
threshold_5,threshold,etofenprox,8,3,3,2.288373955882442,1.7192036441175587,10,1.0,110.6
threshold_5,calendar,etofenprox,8,4,3,2.276345463040544,1.7312321369594565,5,1.0,110.6
threshold_5,calendar,neonicotinoid,8,5,3,2.2981236408017693,1.7094539591982312,5,1.0,100.0
threshold_5,threshold,neonicotinoid,8,6,3,2.288999782550545,1.718577817449456,10,1.0,100.0
threshold_5,threshold,etofenprox,8,7,3,2.299125125622077,1.7084524743779235,10,1.0,110.6
threshold_5,threshold,etofenprox,8,8,3,2.3028552668945155,1.7047223331054848,10,1.0,110.6
threshold_5,calendar,neonicotinoid,8,9,3,2.3653196788629005,1.6422579211370998,5,1.0,100.0
threshold_5,threshold,etofenprox,8,0,4,2.3571356537897636,1.6504419462102369,9,1.0,110.6
threshold_5,threshold,etofenprox,8,1,4,2.2696771053674127,1.7379004946325882,10,1.0,110.6
threshold_5,none,neonicotinoid,8,2,4,2.272477324713363,1.7351002752866374,0,0.0,100.0
threshold_5,calendar,etofenprox,8,3,4,2.2930251410512392,1.7145524589487615,5,1.0,110.6
threshold_5,threshold,etofenprox,8,4,4,2.2775819975297784,1.7299956024702219,10,1.0,110.6
threshold_5,threshold,etofenprox,8,5,4,2.2829065324660682,1.724671067533932,10,1.0,110.6
threshold_5,none,neonicotinoid,8,6,4,2.28997263968678,1.7176049603132202,0,0.0,100.0
threshold_5,threshold,etofenprox,8,7,4,2.2931555162504496,1.714422083749551,10,1.0,110.6
threshold_5,calendar,etofenprox,8,8,4,2.29027130734521,1.7173062926547902,5,1.0,110.6
threshold_5,calendar,neonicotinoid,8,9,4,2.40446085741469,1.6031167425853092,5,1.0,100.0
threshold_5,none,neonicotinoid,8,0,5,2.3671401838575914,1.6404374161424093,0,0.0,100.0
threshold_5,threshold,etofenprox,8,1,5,2.2530684607724005,1.7545091392276007,10,1.0,110.6
threshold_5,none,neonicotinoid,8,2,5,2.3016281323067425,1.7059494676932583,0,0.0,100.0
threshold_5,threshold,etofenprox,8,3,5,2.286349058772479,1.721228541227522,10,1.0,110.6
threshold_5,none,neonicotinoid,8,4,5,2.2918887422282244,1.7156888577717764,0,0.0,100.0
threshold_5,calendar,etofenprox,8,5,5,2.286458577468647,1.721119022531354,5,1.0,110.6
threshold_5,threshold,etofenprox,8,6,5,2.269452749330784,1.7381248506692166,10,1.0,110.6
threshold_5,threshold,etofenprox,8,7,5,2.3003378284228773,1.7072397715771233,10,1.0,110.6
threshold_5,calendar,etofenprox,8,8,5,2.2938919697383806,1.71368563026162,5,1.0,110.6
threshold_5,none,neonicotinoid,8,9,5,2.410897214545632,1.5966803854543674,0,0.0,100.0
threshold_5,calendar,etofenprox,8,0,6,2.3184531727115516,1.6891244272884487,5,1.0,110.6
threshold_5,none,neonicotinoid,8,1,6,2.2535539402919595,1.7540236597080414,0,0.0,100.0
threshold_5,calendar,etofenprox,8,2,6,2.2741035181938685,1.733474081806132,5,1.0,110.6
threshold_5,calendar,neonicotinoid,8,3,6,2.2593525652230206,1.7482250347769803,5,1.0,100.0
threshold_5,threshold,etofenprox,8,4,6,2.2820947998390637,1.7254828001609372,10,1.0,110.6
threshold_5,none,etofenprox,8,5,6,2.324423840165413,1.6831537598345871,0,0.0,110.6
threshold_5,calendar,etofenprox,8,6,6,2.2946303227319578,1.7129472772680427,5,1.0,110.6
threshold_5,none,etofenprox,8,7,6,2.2701770439407727,1.7374005560592283,0,0.0,110.6
threshold_5,none,neonicotinoid,8,8,6,2.260547035986302,1.7470305640136992,0,0.0,100.0
threshold_5,calendar,neonicotinoid,8,9,6,2.3801769472426373,1.6274006527573626,5,1.0,100.0
threshold_5,none,etofenprox,8,0,7,2.3480765350089245,1.659501064991076,0,0.0,110.6
threshold_5,calendar,neonicotinoid,8,1,7,2.2507807844732923,1.7567968155267084,5,1.0,100.0
threshold_5,none,neonicotinoid,8,2,7,2.267610642221375,1.7399669577786259,0,0.0,100.0
threshold_5,calendar,neonicotinoid,8,3,7,2.2858314685939662,1.7217461314060338,5,1.0,100.0
threshold_5,calendar,neonicotinoid,8,4,7,2.2947822092908736,1.712795390709127,5,1.0,100.0
threshold_5,threshold,etofenprox,8,5,7,2.3073743284789687,1.700203271521032,10,1.0,110.6
threshold_5,calendar,etofenprox,8,6,7,2.286838510316884,1.7207390896831165,5,1.0,110.6
threshold_5,none,neonicotinoid,8,7,7,2.282555183708084,1.725022416291916,0,0.0,100.0
threshold_5,threshold,etofenprox,8,8,7,2.234846531842559,1.772731068157442,10,1.0,110.6
threshold_5,calendar,etofenprox,8,9,7,2.3492266147494694,1.6583509852505307,5,1.0,110.6
threshold_5,calendar,etofenprox,8,0,8,2.3486084528120785,1.658969147187922,5,1.0,110.6
threshold_5,calendar,neonicotinoid,8,1,8,2.2358326711129743,1.7717449288870268,5,1.0,100.0
threshold_5,threshold,etofenprox,8,2,8,2.2505977502473304,1.7569798497526703,10,1.0,110.6
threshold_5,calendar,etofenprox,8,3,8,2.28859088973836,1.7189867102616407,5,1.0,110.6
threshold_5,none,etofenprox,8,4,8,2.298352872997294,1.7092247270027068,0,0.0,110.6
threshold_5,calendar,etofenprox,8,5,8,2.2973407136865807,1.71023688631342,5,1.0,110.6
threshold_5,threshold,etofenprox,8,6,8,2.2643269827240555,1.7432506172759454,10,1.0,110.6
threshold_5,calendar,neonicotinoid,8,7,8,2.268946215945027,1.7386313840549739,5,1.0,100.0
threshold_5,none,etofenprox,8,8,8,2.228358153755902,1.7792194462440991,0,0.0,110.6
threshold_5,calendar,neonicotinoid,8,9,8,2.2983241867324185,1.7092534132675823,5,1.0,100.0
threshold_5,none,neonicotinoid,8,0,9,2.535456803215056,1.472120796784943,0,0.0,100.0
threshold_5,threshold,neonicotinoid,8,1,9,2.363397289161444,1.644180310838556,9,1.0,100.0
threshold_5,calendar,etofenprox,8,2,9,2.3822021696881612,1.6253754303118388,5,1.0,110.6
threshold_5,calendar,etofenprox,8,3,9,2.3556925453257898,1.6518850546742108,5,1.0,110.6
threshold_5,threshold,neonicotinoid,8,4,9,2.3874064994231468,1.6201711005768527,9,1.0,100.0
threshold_5,threshold,etofenprox,8,5,9,2.369111441232555,1.6384661587674458,9,1.0,110.6
threshold_5,calendar,etofenprox,8,6,9,2.3686086849858348,1.6389689150141644,5,1.0,110.6
threshold_5,calendar,neonicotinoid,8,7,9,2.3374499432423796,1.6701276567576213,5,1.0,100.0
threshold_5,calendar,etofenprox,8,8,9,2.300486310172804,1.7070912898271982,5,1.0,110.6
threshold_5,calendar,neonicotinoid,8,9,9,2.438353872009455,1.5692237279905439,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,0,0,2.445568617583544,1.5620089824164558,5,1.0,100.0
threshold_6,threshold,neonicotinoid,8,1,0,2.318903390307937,1.688674209692065,10,1.0,100.0
threshold_6,threshold,neonicotinoid,8,2,0,2.4214374366641924,1.5861401633358068,9,1.0,100.0
threshold_6,calendar,neonicotinoid,8,3,0,2.4218064317935233,1.5857711682064766,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,4,0,2.420054881258279,1.587522718741721,5,1.0,100.0
threshold_6,threshold,neonicotinoid,8,5,0,2.391578812041715,1.615998787958284,9,1.0,100.0
threshold_6,threshold,etofenprox,8,6,0,2.384443960323211,1.6231336396767884,9,1.0,110.6
threshold_6,threshold,neonicotinoid,8,7,0,2.3382933843265437,1.669284215673457,10,1.0,100.0
threshold_6,calendar,neonicotinoid,8,8,0,2.344079376377911,1.6634982236220903,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,9,0,2.4771007561658496,1.5304768438341498,5,1.0,100.0
threshold_6,none,neonicotinoid,8,0,1,2.312301125031018,1.695276474968983,0,0.0,100.0
threshold_6,threshold,etofenprox,8,1,1,2.2739314308846064,1.733646169115394,10,1.0,110.6
threshold_6,calendar,neonicotinoid,8,2,1,2.2625904192648996,1.7449871807351012,5,1.0,100.0
threshold_6,none,etofenprox,8,3,1,2.2601784129261886,1.7473991870738121,0,0.0,110.6
threshold_6,threshold,neonicotinoid,8,4,1,2.2792474090358126,1.7283301909641882,10,1.0,100.0
threshold_6,threshold,etofenprox,8,5,1,2.301808766323231,1.705768833676769,10,1.0,110.6
threshold_6,calendar,neonicotinoid,8,6,1,2.2797541656419846,1.7278234343580159,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,7,1,2.2770340179779924,1.7305435820220085,5,1.0,100.0
threshold_6,calendar,etofenprox,8,8,1,2.2485977665810255,1.7589798334189755,5,1.0,110.6
threshold_6,threshold,neonicotinoid,8,9,1,2.3347116215700203,1.6728659784299809,10,1.0,100.0
threshold_6,none,neonicotinoid,8,0,2,2.3473607337937015,1.6602168662062995,0,0.0,100.0
threshold_6,threshold,etofenprox,8,1,2,2.275757519690831,1.7318200803091697,10,1.0,110.6
threshold_6,calendar,etofenprox,8,2,2,2.276379537389281,1.7311980626107195,5,1.0,110.6
threshold_6,calendar,etofenprox,8,3,2,2.312369515234752,1.6952080847652484,5,1.0,110.6
threshold_6,calendar,etofenprox,8,4,2,2.2835262910072243,1.7240513089927763,5,1.0,110.6
threshold_6,calendar,etofenprox,8,5,2,2.289081839195567,1.7184957608044331,5,1.0,110.6
threshold_6,none,etofenprox,8,6,2,2.2903849429194243,1.7171926570805764,0,0.0,110.6
threshold_6,none,neonicotinoid,8,7,2,2.274114969829142,1.7334626301708589,0,0.0,100.0
threshold_6,calendar,neonicotinoid,8,8,2,2.2875752988771723,1.7200023011228285,5,1.0,100.0
threshold_6,threshold,neonicotinoid,8,9,2,2.3860929894034637,1.6214846105965361,10,1.0,100.0
threshold_6,none,neonicotinoid,8,0,3,2.3390184262876055,1.6685591737123944,0,0.0,100.0
threshold_6,calendar,neonicotinoid,8,1,3,2.264087443450024,1.7434901565499765,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,2,3,2.3133166700333456,1.694260929966655,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,3,3,2.325218062813676,1.6823595371863242,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,4,3,2.2899575946353723,1.7176200053646284,5,1.0,100.0
threshold_6,none,neonicotinoid,8,5,3,2.3103172632650213,1.6972603367349792,0,0.0,100.0
threshold_6,threshold,neonicotinoid,8,6,3,2.316115949745276,1.6914616502547242,10,1.0,100.0
threshold_6,threshold,neonicotinoid,8,7,3,2.3120791782424153,1.695498421757585,10,1.0,100.0
threshold_6,calendar,neonicotinoid,8,8,3,2.2667914136613785,1.7407861863386225,5,1.0,100.0
threshold_6,threshold,neonicotinoid,8,9,3,2.3731535551508887,1.6344240448491116,9,1.0,100.0
threshold_6,threshold,neonicotinoid,8,0,4,2.3350375958013334,1.6725400041986669,10,1.0,100.0
threshold_6,calendar,neonicotinoid,8,1,4,2.245085371276808,1.7624922287231928,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,2,4,2.309597470264685,1.6979801297353152,5,1.0,100.0
threshold_6,threshold,neonicotinoid,8,3,4,2.3154513420759666,1.6921262579240335,10,1.0,100.0
threshold_6,calendar,neonicotinoid,8,4,4,2.296415786163779,1.7111618138362212,5,1.0,100.0
threshold_6,calendar,etofenprox,8,5,4,2.2999130886404857,1.7076645113595148,5,1.0,110.6
threshold_6,none,etofenprox,8,6,4,2.2908678125459185,1.7167097874540824,0,0.0,110.6
threshold_6,calendar,neonicotinoid,8,7,4,2.2945314972835384,1.713046102716462,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,8,4,2.2865368639139567,1.7210407360860436,5,1.0,100.0
threshold_6,threshold,etofenprox,8,9,4,2.352104570367245,1.6554730296327549,10,1.0,110.6
threshold_6,none,etofenprox,8,0,5,2.357367148243612,1.6502104517563883,0,0.0,110.6
threshold_6,threshold,neonicotinoid,8,1,5,2.272049092599792,1.735528507400209,10,1.0,100.0
threshold_6,threshold,neonicotinoid,8,2,5,2.296428474946952,1.7111491250530484,10,1.0,100.0
threshold_6,calendar,neonicotinoid,8,3,5,2.3282428673472713,1.679334732652729,5,1.0,100.0
threshold_6,none,etofenprox,8,4,5,2.300524888140493,1.7070527118595076,0,0.0,110.6
threshold_6,none,neonicotinoid,8,5,5,2.3094856794021337,1.6980919205978662,0,0.0,100.0
threshold_6,none,etofenprox,8,6,5,2.2831358456646353,1.724441754335365,0,0.0,110.6
threshold_6,calendar,neonicotinoid,8,7,5,2.2779292069867267,1.729648393013274,5,1.0,100.0
threshold_6,calendar,etofenprox,8,8,5,2.2696389214083634,1.7379386785916373,5,1.0,110.6
threshold_6,calendar,neonicotinoid,8,9,5,2.3694975865431815,1.6380800134568194,5,1.0,100.0
threshold_6,calendar,etofenprox,8,0,6,2.3565158186031057,1.6510617813968953,5,1.0,110.6
threshold_6,calendar,etofenprox,8,1,6,2.2662798547897536,1.7412977452102474,5,1.0,110.6
threshold_6,calendar,etofenprox,8,2,6,2.309700400049419,1.6978771999505813,5,1.0,110.6
threshold_6,threshold,neonicotinoid,8,3,6,2.279561725606509,1.7280158743934917,10,1.0,100.0
threshold_6,calendar,etofenprox,8,4,6,2.323100850497349,1.6844767495026511,5,1.0,110.6
threshold_6,calendar,etofenprox,8,5,6,2.316389155588538,1.6911884444114627,5,1.0,110.6
threshold_6,calendar,neonicotinoid,8,6,6,2.30033705996104,1.7072405400389605,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,7,6,2.2848818477539097,1.722695752246091,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,8,6,2.2856833019492147,1.7218942980507859,5,1.0,100.0
threshold_6,calendar,etofenprox,8,9,6,2.39136352158481,1.61621407841519,5,1.0,110.6
threshold_6,threshold,etofenprox,8,0,7,2.3773286665374744,1.630248933462525,9,1.0,110.6
threshold_6,calendar,etofenprox,8,1,7,2.2856172346910517,1.7219603653089488,5,1.0,110.6
threshold_6,threshold,neonicotinoid,8,2,7,2.2719665277485284,1.7356110722514717,10,1.0,100.0
threshold_6,none,neonicotinoid,8,3,7,2.2772619852802753,1.7303156147197256,0,0.0,100.0
threshold_6,calendar,etofenprox,8,4,7,2.3037757750487824,1.7038018249512181,5,1.0,110.6
threshold_6,calendar,neonicotinoid,8,5,7,2.3007447543375674,1.706832845662433,5,1.0,100.0
threshold_6,threshold,etofenprox,8,6,7,2.3224706142535836,1.6851069857464165,9,1.0,110.6
threshold_6,calendar,neonicotinoid,8,7,7,2.3134729367680293,1.6941046632319712,5,1.0,100.0
threshold_6,threshold,neonicotinoid,8,8,7,2.2879191198512103,1.71965848014879,10,1.0,100.0
threshold_6,threshold,neonicotinoid,8,9,7,2.3506220984747244,1.6569555015252762,10,1.0,100.0
threshold_6,none,etofenprox,8,0,8,2.312149174866376,1.6954284251336262,0,0.0,110.6
threshold_6,none,neonicotinoid,8,1,8,2.2259439145253683,1.7816336854746326,0,0.0,100.0
threshold_6,calendar,neonicotinoid,8,2,8,2.246279591619417,1.7612980083805834,5,1.0,100.0
threshold_6,calendar,neonicotinoid,8,3,8,2.2611706876692304,1.7464069123307704,5,1.0,100.0
threshold_6,none,etofenprox,8,4,8,2.265165949418399,1.7424116505816019,0,0.0,110.6
threshold_6,threshold,etofenprox,8,5,8,2.307791222181243,1.6997863778187572,9,1.0,110.6
threshold_6,calendar,etofenprox,8,6,8,2.2729536099390426,1.7346239900609584,5,1.0,110.6
threshold_6,calendar,etofenprox,8,7,8,2.2768003834421107,1.7307772165578899,5,1.0,110.6
threshold_6,threshold,neonicotinoid,8,8,8,2.2498098917457963,1.7577677082542047,10,1.0,100.0
threshold_6,threshold,etofenprox,8,9,8,2.3164947370943776,1.6910828629056236,10,1.0,110.6
threshold_6,calendar,neonicotinoid,8,0,9,2.4184765356329665,1.5891010643670331,5,1.0,100.0
threshold_6,threshold,etofenprox,8,1,9,2.27287575503066,1.7347018449693423,10,1.0,110.6
threshold_6,calendar,etofenprox,8,2,9,2.3537544556150816,1.6538231443849183,5,1.0,110.6
threshold_6,threshold,etofenprox,8,3,9,2.334140061049113,1.6734375389508866,10,1.0,110.6
threshold_6,calendar,etofenprox,8,4,9,2.3712416245175665,1.6363359754824331,5,1.0,110.6
threshold_6,threshold,neonicotinoid,8,5,9,2.3512193549271805,1.656358245072819,10,1.0,100.0
threshold_6,threshold,etofenprox,8,6,9,2.389077373873115,1.6185002261268844,9,1.0,110.6
threshold_6,threshold,neonicotinoid,8,7,9,2.369609429051356,1.6379681709486444,10,1.0,100.0
threshold_6,threshold,neonicotinoid,8,8,9,2.3080621752713393,1.6995154247286615,10,1.0,100.0
threshold_6,calendar,etofenprox,8,9,9,2.4913503274787767,1.5162272725212234,5,1.0,110.6
threshold_7,calendar,neonicotinoid,8,0,0,2.460953833235876,1.546623766764124,5,1.0,100.0
threshold_7,none,neonicotinoid,8,1,0,2.3158118179571043,1.6917657820428982,0,0.0,100.0
threshold_7,none,etofenprox,8,2,0,2.3498227246081607,1.6577548753918399,0,0.0,110.6
threshold_7,calendar,etofenprox,8,3,0,2.337385618688391,1.6701919813116093,5,1.0,110.6
threshold_7,calendar,etofenprox,8,4,0,2.359126564714571,1.6484510352854294,5,1.0,110.6
threshold_7,calendar,neonicotinoid,8,5,0,2.3589448284875947,1.6486327715124052,5,1.0,100.0
threshold_7,threshold,etofenprox,8,6,0,2.3596380374016657,1.6479395625983346,10,1.0,110.6
threshold_7,threshold,etofenprox,8,7,0,2.3480110533906573,1.659566546609343,10,1.0,110.6
threshold_7,threshold,neonicotinoid,8,8,0,2.304861416505944,1.7027161834940578,10,1.0,100.0
threshold_7,none,neonicotinoid,8,9,0,2.50732909706496,1.5002485029350396,0,0.0,100.0
threshold_7,threshold,etofenprox,8,0,1,2.317682168539649,1.689895431460353,10,1.0,110.6
threshold_7,threshold,neonicotinoid,8,1,1,2.248389067653681,1.7591885323463199,10,1.0,100.0
threshold_7,threshold,etofenprox,8,2,1,2.2679550650840485,1.7396225349159524,10,1.0,110.6
threshold_7,calendar,neonicotinoid,8,3,1,2.2766420148915025,1.7309355851084982,5,1.0,100.0
threshold_7,none,neonicotinoid,8,4,1,2.255728015644508,1.751849584355493,0,0.0,100.0
threshold_7,threshold,neonicotinoid,8,5,1,2.2572773181021497,1.7503002818978513,10,1.0,100.0
threshold_7,calendar,etofenprox,8,6,1,2.2715241629273524,1.7360534370726486,5,1.0,110.6
threshold_7,none,neonicotinoid,8,7,1,2.2586864599681244,1.7488911400318758,0,0.0,100.0
threshold_7,calendar,etofenprox,8,8,1,2.2435292534011793,1.7640483465988217,5,1.0,110.6
threshold_7,calendar,etofenprox,8,9,1,2.298400752899382,1.70917684710062,5,1.0,110.6
threshold_7,none,neonicotinoid,8,0,2,2.3479738449785765,1.659603755021424,0,0.0,100.0
threshold_7,none,neonicotinoid,8,1,2,2.2718019501202305,1.7357756498797698,0,0.0,100.0
threshold_7,threshold,neonicotinoid,8,2,2,2.2815516055119733,1.7260259944880272,10,1.0,100.0
threshold_7,calendar,etofenprox,8,3,2,2.291287077009257,1.7162905229907437,5,1.0,110.6
threshold_7,threshold,etofenprox,8,4,2,2.2898883259500624,1.7176892740499383,10,1.0,110.6
threshold_7,calendar,etofenprox,8,5,2,2.2919571356071153,1.7156204643928852,5,1.0,110.6
threshold_7,threshold,neonicotinoid,8,6,2,2.3064833523466697,1.7010942476533302,10,1.0,100.0
threshold_7,calendar,etofenprox,8,7,2,2.2876759502291244,1.7199016497708761,5,1.0,110.6
threshold_7,none,neonicotinoid,8,8,2,2.257868606026715,1.749708993973286,0,0.0,100.0
threshold_7,threshold,neonicotinoid,8,9,2,2.3775923952612588,1.6299852047387415,9,1.0,100.0
threshold_7,threshold,neonicotinoid,8,0,3,2.3474096919920213,1.6601679080079792,10,1.0,100.0
threshold_7,threshold,neonicotinoid,8,1,3,2.272773363074854,1.7348042369251466,10,1.0,100.0
threshold_7,threshold,neonicotinoid,8,2,3,2.30288005484984,1.7046975451501607,10,1.0,100.0
threshold_7,threshold,etofenprox,8,3,3,2.3041323961122537,1.7034452038877468,10,1.0,110.6
threshold_7,threshold,neonicotinoid,8,4,3,2.3089930355393746,1.6985845644606254,10,1.0,100.0
threshold_7,calendar,etofenprox,8,5,3,2.299520614397561,1.7080569856024395,5,1.0,110.6
threshold_7,threshold,neonicotinoid,8,6,3,2.306971108293205,1.7006064917067958,10,1.0,100.0
threshold_7,calendar,neonicotinoid,8,7,3,2.275220978387817,1.7323566216121835,5,1.0,100.0
threshold_7,threshold,etofenprox,8,8,3,2.2744904383249174,1.7330871616750834,10,1.0,110.6
threshold_7,calendar,neonicotinoid,8,9,3,2.372940790546108,1.6346368094538921,5,1.0,100.0
threshold_7,calendar,neonicotinoid,8,0,4,2.352154623604791,1.65542297639521,5,1.0,100.0
threshold_7,calendar,etofenprox,8,1,4,2.269530341209323,1.7380472587906772,5,1.0,110.6
threshold_7,none,etofenprox,8,2,4,2.3253918522118746,1.6821857477881255,0,0.0,110.6
threshold_7,none,etofenprox,8,3,4,2.3399720847024668,1.6676055152975335,0,0.0,110.6
threshold_7,calendar,etofenprox,8,4,4,2.2937356643981808,1.7138419356018195,5,1.0,110.6
threshold_7,threshold,neonicotinoid,8,5,4,2.310234883260981,1.6973427167390194,9,1.0,100.0
threshold_7,threshold,neonicotinoid,8,6,4,2.2850790603736666,1.7224985396263335,10,1.0,100.0
threshold_7,calendar,etofenprox,8,7,4,2.2549516048526637,1.752625995147337,5,1.0,110.6
threshold_7,calendar,etofenprox,8,8,4,2.270604376834781,1.7369732231652202,5,1.0,110.6
threshold_7,threshold,neonicotinoid,8,9,4,2.3971949129518073,1.610382687048193,9,1.0,100.0
threshold_7,threshold,etofenprox,8,0,5,2.3712207498201567,1.6363568501798438,10,1.0,110.6
threshold_7,none,etofenprox,8,1,5,2.308664945944909,1.698912654055091,0,0.0,110.6
threshold_7,none,neonicotinoid,8,2,5,2.3320619150615536,1.6755156849384465,0,0.0,100.0
