run_id,strategy,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
none_0,none,1,2.282554797723071,1.7250228022769296,0,11847.664393169212,100.0
none_1,none,1,2.2563329506567884,1.7512446493432123,0,11768.998851970366,100.0
none_2,none,1,2.378945169382859,1.6286324306171398,0,12136.835508148579,100.0
none_3,none,1,2.3587344591348662,1.6488431408651332,0,12076.2033774046,100.0
none_0,none,2,2.358550600240827,1.649026999759173,0,18923.316193891693,100.0
none_1,none,2,2.3327843957391834,1.6747932042608162,0,18767.352039187914,100.0
none_2,none,2,2.31998147925029,1.68759612074971,0,19096.77994589945,100.0
none_3,none,2,2.3243363206989125,1.6832412793010876,0,19049.212339501337,100.0
none_0,none,3,2.3585948747644214,1.6489827252355782,0,25999.100818184957,100.0
none_1,none,3,2.35957916079757,1.6479984392024298,0,25846.089521580623,100.0
none_2,none,3,2.2944794973199807,1.7130981026800196,0,25980.218437859392,100.0
none_3,none,3,2.2323418380304303,1.7752357619695707,0,25746.237853592625,100.0
none_4,none,1,2.2949053015190137,1.7126722984809866,0,11884.71590455704,100.0
none_5,none,1,2.2536949922061997,1.753882607793801,0,11761.0849766186,100.0
none_6,none,1,2.262734316542872,1.744843283457129,0,11788.202949628616,100.0
none_7,none,1,2.257598609785506,1.7499789902144949,0,11772.795829356517,100.0
none_4,none,2,2.3029653341019602,1.70461226589804,0,18793.61190686292,100.0
none_5,none,2,2.2493599436199507,1.7582176563800502,0,18509.164807478453,100.0
none_6,none,2,2.322777248380435,1.6848003516195649,0,18756.53469476992,100.0
none_7,none,2,2.2912781499638313,1.7162994500361692,0,18646.630279248013,100.0
none_4,none,3,2.348514674812729,1.659062925187271,0,25839.155931301106,100.0
none_5,none,3,2.275788777854515,1.7317888221454858,0,25336.531141041996,100.0
none_6,none,3,2.418068394155633,1.589509205844366,0,26010.73987723682,100.0
none_7,none,3,2.314515321225988,1.6930622787740117,0,25590.176242925976,100.0
none_8,none,1,2.2695383679803465,1.738039232019654,0,11808.61510394104,100.0
none_9,none,1,2.320040699558947,1.6875369004410532,0,11960.12209867684,100.0
none_10,none,1,2.276502334275996,1.7310752657240045,0,11829.507002827988,100.0
none_11,none,1,2.2729510504444392,1.7346265495555613,0,11818.853151333318,100.0
none_8,none,2,2.259108451968722,1.7484691480312788,0,18585.940459847207,100.0
none_9,none,2,2.304845057029723,1.702732542970277,0,18874.65726976601,100.0
none_10,none,2,2.2957930363663785,1.7117845636336215,0,18716.886111927124,100.0
none_11,none,2,2.2797490292674296,1.7278285707325711,0,18658.10023913561,100.0
none_8,none,3,2.342115340098002,1.6654622599019981,0,25612.286480141214,100.0
none_9,none,3,2.2876878322390986,1.719889767760902,0,25737.720766483304,100.0
none_10,none,3,2.304974438727754,1.702603161272246,0,25631.809428110388,100.0
none_11,none,3,2.2744198176675017,1.7331577823324988,0,25481.359692138114,100.0
none_12,none,1,2.307020309455652,1.700557290544348,0,11921.060928366955,100.0
none_13,none,1,2.318308257893305,1.6892693421066955,0,11954.924773679915,100.0
none_14,none,1,2.2772553237744693,1.730322276225531,0,11831.765971323408,100.0
none_15,none,1,2.4110775475735178,1.5965000524264816,0,12233.232642720553,100.0
none_12,none,2,2.2875182686749036,1.7200593313250965,0,18783.615734391664,100.0
none_13,none,2,2.2501456714352406,1.7574319285647604,0,18705.36178798564,100.0
none_14,none,2,2.301078044361872,1.7064995556381284,0,18735.000104409024,100.0
none_15,none,2,2.2750539036501234,1.7325236963498765,0,19058.394353670923,100.0
none_12,none,3,2.310866455478511,1.6967111445214889,0,25716.215100827198,100.0
none_13,none,3,2.2934254169950603,1.7141521830049402,0,25585.63803897082,100.0
none_14,none,3,2.305987253668924,1.7015903463310762,0,25652.961865415797,100.0
none_15,none,3,2.2586368466448548,1.7489407533551458,0,25834.304893605487,100.0
none_16,none,1,2.2908266091158906,1.7167509908841092,0,11872.479827347672,100.0
none_17,none,1,2.3735444073885357,1.6340331926114637,0,12120.633222165607,100.0
none_18,none,1,2.281366928435832,1.7262106715641685,0,11844.100785307495,100.0
none_19,none,1,2.2805880102093283,1.726989589790672,0,11841.764030627985,100.0
none_16,none,2,2.311677987263979,1.695899612736021,0,18807.513789139608,100.0
none_17,none,2,2.3369426095305217,1.670634990469478,0,19131.46105075717,100.0
none_18,none,2,2.2895890787197586,1.7179885212802413,0,18712.86802146677,100.0
none_19,none,2,2.3403483011287882,1.6672292988712116,0,18862.80893401435,100.0
none_16,none,3,2.3215846985579196,1.6859929014420802,0,25772.267884813366,100.0
none_17,none,3,2.3266283617618875,1.6809492382381124,0,26111.346136042834,100.0
none_18,none,3,2.3489356428224344,1.658641957177565,0,25759.674949934073,100.0
none_19,none,3,2.299390409209966,1.7081871907900337,0,25760.98016164425,100.0
none_20,none,1,2.304265960709918,1.703311639290082,0,11912.797882129755,100.0
none_21,none,1,2.3464977697615037,1.6610798302384961,0,12039.493309284511,100.0
none_22,none,1,2.3482281699440137,1.6593494300559863,0,12044.684509832041,100.0
none_23,none,1,2.2584306852187406,1.7491469147812597,0,11775.292055656222,100.0
none_20,none,2,2.2944807556511937,1.7130968443488066,0,18796.240149083336,100.0
none_21,none,2,2.2422120901494043,1.7653655098505965,0,18766.129579732726,100.0
none_22,none,2,2.3197196930015354,1.6878579069984643,0,19003.843588836648,100.0
none_23,none,2,2.420069182954054,1.587508417045945,0,19035.499604518383,100.0
none_20,none,3,2.300204567541264,1.707373032458736,0,25696.85385170713,100.0
none_21,none,3,2.274488216559263,1.733089383440738,0,25589.594229410515,100.0
none_22,none,3,2.255015706719092,1.752561893280909,0,25768.890708993924,100.0
none_23,none,3,2.305770230559215,1.7018073694407856,0,25952.81029619603,100.0
none_24,none,1,2.3239757508255368,1.6836018491744633,0,11971.92725247661,100.0
none_25,none,1,2.287711434040713,1.7198661659592875,0,11863.13430212214,100.0
none_26,none,1,2.2504971039329047,1.7570804960670965,0,11751.491311798714,100.0
none_27,none,1,2.277310768607203,1.730266831392797,0,11831.93230582161,100.0
none_24,none,2,2.300050229409327,1.7075273705906733,0,18872.07794070459,100.0
none_25,none,2,2.379978002258335,1.6275995977416642,0,19003.068308897145,100.0
none_26,none,2,2.351163291680099,1.6564143083199006,0,18804.98118683901,100.0
none_27,none,2,2.2607103516661824,1.7468672483338181,0,18614.063360820157,100.0
none_24,none,3,2.307261862220573,1.7003157377794273,0,25793.86352736631,100.0
none_25,none,3,2.349507762512542,1.6580698374874578,0,26051.591596434773,100.0
none_26,none,3,2.3122643497216253,1.6953132502783745,0,25741.774236003886,100.0
none_27,none,3,2.3091229413327974,1.6984546586672027,0,25541.43218481855,100.0
none_28,none,1,2.2700686888083097,1.7375089111916908,0,11810.20606642493,100.0
none_29,none,1,2.2917265015000443,1.715851098499956,0,11875.179504500133,100.0
none_30,none,1,2.3129093400963696,1.694668259903631,0,11938.728020289109,100.0
none_31,none,1,2.3868665460819463,1.6207110539180527,0,12160.59963824584,100.0
none_28,none,2,2.2798277153687145,1.7277498846312858,0,18649.689212531073,100.0
none_29,none,2,2.2762674441891373,1.7313101558108628,0,18703.981837067546,100.0
none_30,none,2,2.284367254390134,1.7232103456098662,0,18791.82978345951,100.0
none_31,none,2,2.263873305676696,1.7437042943233045,0,18952.21955527593,100.0
none_28,none,3,2.3267239575843095,1.6808536424156904,0,25629.861085284003,100.0
none_29,none,3,2.296328433130358,1.711249166869642,0,25592.96713645862,100.0
none_30,none,3,2.3652897594804387,1.6422878405195613,0,25887.69906190083,100.0
none_31,none,3,2.363898348775881,1.6436792512241192,0,26043.914601603574,100.0
none_32,none,1,2.3825874814396677,1.6249901185603313,0,12147.762444319003,100.0
none_33,none,1,2.3055711844309608,1.7020064155690395,0,11916.713553292882,100.0
none_34,none,1,2.270835701066834,1.7367418989331664,0,11812.507103200502,100.0
none_35,none,1,2.2566043883917577,1.750973211608243,0,11769.813165175274,100.0
none_32,none,2,2.290496495370634,1.7170811046293661,0,19019.251930430906,100.0
none_33,none,2,2.2934710767132214,1.714106523286779,0,18797.126783432548,100.0
none_34,none,2,2.29653352482325,1.7110440751767502,0,18702.10767767025,100.0
none_35,none,2,2.2713525944233117,1.7362250055766888,0,18583.87094844521,100.0
none_32,none,3,2.3164342800049473,1.691143319995053,0,25968.55477044575,100.0
none_33,none,3,2.303071647580036,1.7045059524199642,0,25706.341726172657,100.0
none_34,none,3,2.268924904914571,1.7386526950854297,0,25508.882392413965,100.0
none_35,none,3,2.2823464771935225,1.7252311228064778,0,25430.910380025776,100.0
none_36,none,1,2.292933326047818,1.7146442739521819,0,11878.799978143456,100.0
none_37,none,1,2.284587268055452,1.7229903319445483,0,11853.761804166355,100.0
none_38,none,1,2.2660396854698104,1.7415379145301904,0,11798.119056409432,100.0
none_39,none,1,2.3719164769912764,1.635661123008723,0,12115.749430973829,100.0
none_36,none,2,2.2948967020488324,1.7126808979511676,0,18763.49008428995,100.0
none_37,none,2,2.419093004554862,1.588484595445137,0,19111.04081783094,100.0
none_38,none,2,2.3305741721201194,1.6770034278798804,0,18789.84157276979,100.0
none_39,none,2,2.2402754193162666,1.7673021806837346,0,18836.57568892263,100.0
none_36,none,3,2.330722734643388,1.676854865356611,0,25755.658288220115,100.0
none_37,none,3,2.3351537479236875,1.672423852076312,0,26116.502061602005,100.0
none_38,none,3,2.281276013029423,1.7263015869705778,0,25633.66961185806,100.0
none_39,none,3,2.3898805250149713,1.617697074985028,0,26006.21726396754,100.0
calendar_40,calendar,1,3.3488303062145315,0.658747293785469,5,14546.490918643594,100.0
calendar_41,calendar,1,3.3447551222610965,0.6628224777389039,5,14534.26536678329,100.0
calendar_42,calendar,1,3.2945957459184996,0.7129818540815006,5,14383.7872377555,100.0
calendar_43,calendar,1,3.2723646551986376,0.7352129448013625,5,14317.093965595914,100.0
calendar_40,calendar,2,3.3821364513809518,0.6254411486190471,5,24192.90027278645,100.0
calendar_41,calendar,2,3.2556176051336463,0.7519599948663538,5,23801.118182184226,100.0
calendar_42,calendar,2,3.32902729057655,0.6785503094234523,5,23870.86910948515,100.0
calendar_43,calendar,2,3.3017791089690167,0.705798491030984,5,23722.431292502966,100.0
calendar_40,calendar,3,3.340103381258134,0.6674742187418656,5,33713.210416560854,100.0
calendar_41,calendar,3,3.300382453834247,0.7071951461657523,5,33202.26554368697,100.0
calendar_42,calendar,3,3.315215855363464,0.692361744636538,5,33316.51667557554,100.0
calendar_43,calendar,3,3.3911436413414298,0.6164339586585718,5,33395.86221652725,100.0
calendar_44,calendar,1,3.365503100047358,0.6420744999526443,5,14596.509300142074,100.0
calendar_45,calendar,1,3.3590694489705943,0.6485081510294058,5,14577.208346911782,100.0
calendar_46,calendar,1,3.3150010750919314,0.6925765249080691,5,14445.003225275794,100.0
calendar_47,calendar,1,3.292991959274662,0.7145856407253381,5,14378.975877823987,100.0
calendar_44,calendar,2,3.3322453997158856,0.6753322002841146,5,24093.245499289733,100.0
calendar_45,calendar,2,3.3060190229493895,0.7015585770506089,5,23995.265415759954,100.0
calendar_46,calendar,2,3.39543561339243,0.6121419866075709,5,24131.310065453086,100.0
calendar_47,calendar,2,3.2446920940511736,0.7628855059488268,5,23613.05215997751,100.0
calendar_44,calendar,3,3.3077812289689623,0.699796371031038,5,33516.58918619662,100.0
calendar_45,calendar,3,3.296121251072484,0.7114563489275174,5,33383.62916897741,100.0
calendar_46,calendar,3,3.2826341234185037,0.7249434765814969,5,33479.2124357086,100.0
calendar_47,calendar,3,3.3642669708843824,0.6433106291156176,5,33205.853072630656,100.0
calendar_48,calendar,1,3.325131746414533,0.6824458535854676,5,14475.395239243599,100.0
calendar_49,calendar,1,3.3438607314915134,0.6637168685084871,5,14531.58219447454,100.0
calendar_50,calendar,1,3.254224598573967,0.753353001426035,5,14262.673795721901,100.0
calendar_51,calendar,1,3.2520774700932646,0.755500129906734,5,14256.232410279794,100.0
calendar_48,calendar,2,3.4402446544346432,0.5673329455653576,5,24296.129202547527,100.0
calendar_49,calendar,2,3.3526388525392825,0.6549387474607177,5,24089.49875209239,100.0
calendar_50,calendar,2,3.1810563065623776,0.8265212934376237,5,23305.84271540903,100.0
calendar_51,calendar,2,3.385207707271608,0.6223698927283928,5,23911.855532094618,100.0
calendar_48,calendar,3,3.2846329302127395,0.7229446697872608,5,33650.027993185744,100.0
calendar_49,calendar,3,3.2329619456307466,0.7746156543692534,5,33288.38458898463,100.0
calendar_50,calendar,3,3.366280219308071,0.6412973806919304,5,32904.683373333246,100.0
calendar_51,calendar,3,3.1906929260384493,0.8168846739615512,5,32983.93431020997,100.0
calendar_52,calendar,1,3.3159509732929235,0.6916266267070761,5,14447.852919878771,100.0
calendar_53,calendar,1,3.2668883714986214,0.740689228501378,5,14300.665114495865,100.0
calendar_54,calendar,1,3.2582658612963984,0.7493117387036009,5,14274.797583889194,100.0
calendar_55,calendar,1,3.4547619756806256,0.5528156243193733,5,14864.285927041878,100.0
calendar_52,calendar,2,3.432816788257508,0.5747608117424927,5,24246.303284651294,100.0
calendar_53,calendar,2,3.211950787202448,0.7956268127975531,5,23436.51747610321,100.0
