run_id,strategy,calendar_interval,season,grain_tha,pest_loss_tha,spray_count,end_money
calendar_56,calendar,10,2,3.3252063547536137,0.6823712452463867,7,23607.259588738547
calendar_57,calendar,10,2,3.2670913537015567,0.740486246298444,7,23198.34196543912
calendar_58,calendar,10,3,3.3032408814884024,0.7043367185115972,7,32855.45812542968
calendar_59,calendar,10,3,3.2570046108804456,0.7505729891195536,7,32708.8189564789
calendar_56,calendar,10,3,3.3100516386371126,0.697525961362886,7,32837.41450464989
calendar_57,calendar,10,3,3.2797770103144286,0.7278005896855712,7,32337.672996382404
calendar_62,calendar,10,1,3.3440782164985388,0.6634993835014603,7,14332.234649495616
calendar_63,calendar,10,1,3.3836268252085,0.6239507747915011,7,14450.880475625501
calendar_60,calendar,10,1,3.335420487833801,0.6721571121662,7,14306.261463501403
calendar_61,calendar,10,1,3.2626938273478228,0.7448837726521771,7,14088.081482043468
calendar_62,calendar,10,2,3.3616417184432485,0.645935881556754,7,23717.15980482536
calendar_63,calendar,10,2,3.3212187256650747,0.686358874334925,7,23714.536652620725
calendar_60,calendar,10,2,3.343277796864203,0.6642998031357971,7,23636.094854094015
calendar_61,calendar,10,2,3.32345260543196,0.6841249945680404,7,23358.439298339348
calendar_62,calendar,10,3,3.3260266594423036,0.6815509405576948,7,32995.23978315227
calendar_63,calendar,10,3,3.3353016888746203,0.6722759111253794,7,33020.44171924458
calendar_60,calendar,10,3,3.302994134306656,0.704583465693344,7,32845.07725701398
calendar_61,calendar,10,3,3.2785174979499274,0.7290601020500719,7,32493.991792189132
calendar_66,calendar,10,1,3.3361788232326375,0.6713987767673614,7,14308.536469697912
calendar_67,calendar,10,1,3.41013799623019,0.59743960376981,7,14530.41398869057
calendar_64,calendar,10,1,3.296173252451443,0.7114043475485563,7,14188.519757354328
calendar_65,calendar,10,1,3.290884654538222,0.7166929454617771,7,14172.653963614666
calendar_66,calendar,10,2,3.2544635740621524,0.7531140259378469,7,23371.92719188437
calendar_67,calendar,10,2,3.2614495979596545,0.7461280020403444,7,23614.762782569534
calendar_64,calendar,10,2,3.322880685597453,0.684696914402548,7,23457.16181414669
calendar_65,calendar,10,2,3.3942537017034544,0.6133238982965462,7,23655.41506872503
calendar_66,calendar,10,3,3.4115451431436203,0.5960324568563795,7,32906.56262131523
calendar_67,calendar,10,3,3.234212212086763,0.773365387913236,7,32617.399418829824
calendar_64,calendar,10,3,3.298323198921584,0.7092544010784172,7,32652.13141091144
calendar_65,calendar,10,3,3.2867244700032945,0.7208531299967059,7,32815.58847873491
calendar_70,calendar,10,1,3.264117352349744,0.7434602476502562,7,14092.352057049233
calendar_71,calendar,10,1,3.3159995044746764,0.6915780955253225,7,14247.998513424029
calendar_68,calendar,10,1,3.3000110001591283,0.7075665998408708,7,14200.033000477384
calendar_69,calendar,10,1,3.3112975535669817,0.6962800464330158,7,14233.892660700945
calendar_70,calendar,10,2,3.3433303118018984,0.6642472881981015,7,23422.342992454927
calendar_71,calendar,10,2,3.3522502790596564,0.6553273209403432,7,23604.749350603
calendar_68,calendar,10,2,3.348549736439548,0.6590278635604518,7,23545.682209796025
calendar_69,calendar,10,2,3.3816974055330107,0.6258801944669895,7,23678.984877299976
calendar_70,calendar,10,3,3.293263359757152,0.7143142402428488,7,32602.133071726385
calendar_71,calendar,10,3,3.275132282441857,0.7324453175581435,7,32730.146197928574
calendar_68,calendar,10,3,3.3079035805130252,0.699674019486974,7,32769.3929513351
calendar_69,calendar,10,3,3.291088188009859,0.7164894119901416,7,32852.24944132955
calendar_74,calendar,10,1,3.2942520694558075,0.7133255305441933,7,14182.756208367422
calendar_75,calendar,10,1,3.3189582998704488,0.688619300129552,7,14256.874899611346
calendar_72,calendar,10,1,3.205366899845355,0.8022107001546454,7,13916.100699536064
calendar_73,calendar,10,1,3.3974352229126925,0.6101423770873081,7,14492.305668738078
calendar_74,calendar,10,2,3.28881113802094,0.7187664619790607,7,23349.18962243024
calendar_75,calendar,10,2,3.280769714184207,0.7268078858157938,7,23399.184042163968
calendar_72,calendar,10,2,3.2869095990366146,0.7206680009633862,7,23076.829496645907
calendar_73,calendar,10,2,3.332360212516882,0.6752173874831178,7,23789.386306288725
