run_id,strategy,season,grain_tha,pest_loss_tha,spray_count,end_money
threshold_92,threshold,1,3.3993818383174235,0.6081957616825782,8,14398.14551495227
threshold_93,threshold,1,3.394417673160358,0.6131599268396424,8,14383.253019481073
threshold_94,threshold,2,3.367072927192897,0.6405046728071035,7,23608.529700554514
threshold_95,threshold,2,3.4090395477412962,0.5985380522587052,8,23843.935017600044
threshold_92,threshold,2,3.3951774821980845,0.612400117801916,7,23883.677961546524
threshold_93,threshold,2,3.372674366602292,0.6349032333977093,7,23801.276119287948
threshold_94,threshold,3,3.3821012357924207,0.6254763642075809,7,33054.83340793178
threshold_95,threshold,3,3.4173755460639827,0.5902020539360191,7,33396.06165579199
threshold_92,threshold,3,3.387826486313193,0.6197511136868082,8,33247.1574204861
threshold_93,threshold,3,3.4022847067199757,0.6052928932800247,8,33208.13023944788
threshold_98,threshold,1,3.4086405861340716,0.5989370138659273,7,14525.921758402215
