cycle,season,strategy,pest_load,k_pest,spray_count,days_since_last_spray,biomass,cumulative_pest_exposure,days_above_threshold
198,3,calendar,0.26219090194009215,0.764028188253917,3,4,322.3890053928934,11.927102163964426,17
199,3,calendar,0.3008531649583889,0.72923215153745,3,5,329.445639076891,12.227955328922814,18
200,3,calendar,0.34079275182228413,0.6932865233599443,3,6,336.1544341061405,12.568748080745099,19
201,3,calendar,0.34079275182228413,0.6932865233599443,3,7,342.86322913539004,12.909540832567384,20
202,3,calendar,0.34079275182228413,0.6932865233599443,3,8,349.5720241646396,13.250333584389669,21
203,3,calendar,0.34079275182228413,0.6932865233599443,3,9,356.2808191938891,13.591126336211953,22
204,3,calendar,0.3820518627569887,0.7325636960701079,3,10,365.39508367491493,13.973178198968942,23
205,3,calendar,0.42467409219875407,0.7027281354608721,3,11,374.1381460450649,14.397852291167696,24
206,3,calendar,0.46870447485681654,0.6719068676002284,3,12,382.4977425289999,14.866556766024512,25
207,3,calendar,0.5141895332971361,0.6400673266920047,3,13,390.4612041807711,15.380746299321649,26
208,3,calendar,0.5611773270982069,0.6071758710312551,3,14,398.01544349779357,15.941923626419856,27
209,3,calendar,0.14594350072617546,0.8978395494916772,4,1,409.18600403674924,16.08786712714603,27
210,3,calendar,0.14594350072617546,0.8978395494916772,4,2,420.3565645757049,16.233810627872206,27
211,3,calendar,0.14594350072617546,0.8978395494916772,4,3,431.5271251146606,16.379754128598382,27
212,3,calendar,0.18076518210316683,0.8734643725277832,4,4,442.39441945190225,16.560519310701547,27
213,3,calendar,0.18076518210316683,0.8734643725277832,4,5,453.2617137891439,16.741284492804713,27
214,3,calendar,0.21673730218949125,0.8482838884673561,4,6,463.8157226158994,16.958021794994202,27
215,3,calendar,0.25389786917922763,0.8222714915745406,4,7,474.0460956054732,17.21191966417343,27
216,3,calendar,0.25389786917922763,0.8222714915745406,4,8,484.27646859504705,17.465817533352656,27
217,3,calendar,0.25389786917922763,0.8222714915745406,4,9,494.5068415846209,17.719715402531882,27
218,3,calendar,0.292286146981171,0.7953996971131803,4,10,504.4028864562242,18.01200154951305,27
219,3,calendar,0.3319426967051349,0.7676401123064056,4,11,513.9535576774956,18.343944246218186,28
220,3,calendar,0.3729094195188791,0.7389634063367847,4,12,523.1474447937753,18.716853665737066,29
221,3,calendar,0.41522960092094385,0.7093392793553392,4,13,531.9727603718027,19.13208326665801,30
222,3,calendar,0.45894795647617004,0.678736430466681,4,14,540.4173275450969,19.59103122313418,31
223,3,calendar,0.12482213581244593,0.9126245049312879,5,1,551.77183658565,19.715853358946628,31
224,3,calendar,0.15894600953541752,0.8887377933252077,5,2,562.8291567150849,19.874799368482044,31
225,3,calendar,0.19419726779844865,0.864061912541086,5,3,573.579469406156,20.06899663628049,31
226,3,calendar,0.23061315713197378,0.8385707900076184,5,4,584.0126317471148,20.299609793412465,31
227,3,calendar,0.2682321546172999,0.89270713815308,5,5,594.5022977032688,20.567841948029766,31
