run_id,strategy,efficacy,increment,season,grain_tha,pest_loss_tha,spray_count,end_money
none_1,none,0.8,0.03,1,2.237315714886813,1.770261885113188,0,11711.94714466044
none_0,none,0.8,0.03,1,2.201185610390169,1.8063919896098322,0,11603.556831170506
none_3,none,0.8,0.03,1,2.197150465113621,1.8104271348863799,0,11591.451395340864
none_2,none,0.8,0.03,1,2.1719813195124313,1.8355962804875696,0,11515.943958537293
none_1,none,0.8,0.03,2,2.1711980009705933,1.8363795990294083,0,18225.54114757222
none_0,none,0.8,0.03,2,2.2160611352626924,1.791516464737308,0,18251.740236958583
none_3,none,0.8,0.03,2,2.2615979624006033,1.7459796375993974,0,18376.245282542674
none_2,none,0.8,0.03,2,2.215115461809473,1.7924621381905284,0,18161.29034396571
none_1,none,0.8,0.03,3,2.1717138903288253,1.8358637096711763,0,24740.682818558696
none_0,none,0.8,0.03,3,2.2131978052764345,1.794379794723566,0,24891.333652787886
none_3,none,0.8,0.03,3,2.1507662199706252,1.8568113800293764,0,24828.543942454548
none_2,none,0.8,0.03,3,2.2158509546284297,1.7917266453715712,0,24808.843207850998
none_7,none,0.8,0.03,1,2.180072337678048,1.8275052623219525,0,11540.217013034144
none_6,none,0.8,0.03,1,2.1750379317397694,1.8325396682602317,0,11525.11379521931
none_5,none,0.8,0.03,1,2.2598705218866524,1.7477070781133486,0,11779.611565659958
none_4,none,0.8,0.03,1,2.1897085746197873,1.8178690253802137,0,11569.12572385936
none_7,none,0.8,0.03,2,2.244046807589694,1.7635307924103065,0,18272.357435803227
none_6,none,0.8,0.03,2,2.2312163552353153,1.7763612447646853,0,18218.762860925257
none_5,none,0.8,0.03,2,2.2014948282792246,1.8060827717207764,0,18384.096050497632
none_4,none,0.8,0.03,2,2.194554241331035,1.8130233586689664,0,18152.788447852465
none_7,none,0.8,0.03,3,2.1671350949739066,1.8404425050260944,0,24773.762720724946
none_6,none,0.8,0.03,3,2.152228296057462,1.855349303942539,0,24675.447749097642
none_5,none,0.8,0.03,3,2.182268654292724,1.8253089457072773,0,24930.902013375802
none_4,none,0.8,0.03,3,2.1876206038419044,1.8199569961580964,0,24715.650259378177
none_11,none,0.8,0.03,1,2.2137012867928045,1.7938763132071964,0,11641.103860378415
none_10,none,0.8,0.03,1,2.1507662199706252,1.8568113800293764,0,11452.298659911876
none_9,none,0.8,0.03,1,2.2069521395916065,1.8006254604083942,0,11620.85641877482
none_8,none,0.8,0.03,1,2.286469430656094,1.7211081693439065,0,11859.408291968282
none_11,none,0.8,0.03,2,2.178319322344715,1.829258277655286,0,18176.06182741256
none_10,none,0.8,0.03,2,2.1843218909542865,1.8232557090457144,0,18005.264332774736
none_9,none,0.8,0.03,2,2.199560692037085,1.808016907962916,0,18219.538494886074
none_8,none,0.8,0.03,2,2.1911637815924796,1.816413818407522,0,18432.899636745722
none_11,none,0.8,0.03,3,2.1897923080273256,1.8177852919726756,0,24745.438751494534
none_10,none,0.8,0.03,3,2.1636662634910038,1.8439113365089979,0,24496.263123247747
none_9,none,0.8,0.03,3,2.197383050538884,1.8101945494611167,0,24811.687646502727
none_8,none,0.8,0.03,3,2.2365996225987614,1.7709779774012393,0,25142.698504542008
none_14,none,0.8,0.03,1,2.2360730563274642,1.7715045436725363,0,11708.219168982392
none_13,none,0.8,0.03,1,2.2658117244680653,1.7417658755319354,0,11797.435173404196
none_12,none,0.8,0.03,1,2.168856074589348,1.838721525410653,0,11506.568223768045
none_14,none,0.8,0.03,2,2.268847000318418,1.7387305996815827,0,18514.760169937646
none_13,none,0.8,0.03,2,2.1971009814878957,1.8104766185121057,0,18388.738117867884
none_12,none,0.8,0.03,2,2.2517562881317903,1.7558213118682104,0,18261.837088163415
none_14,none,0.8,0.03,3,2.1718950577524314,1.83568254224757,0,25030.44534319494
none_13,none,0.8,0.03,3,2.1747331316382716,1.8328444683617295,0,24912.9375127827
none_12,none,0.8,0.03,3,2.177347832140149,1.830229767859852,0,24793.88058458386
calendar_15,calendar,0.8,0.03,1,3.088014775382745,0.9195628246172565,5,13764.044326148234
