run_id,strategy,efficacy,increment,season,grain_tha,pest_loss_tha,spray_count,end_money
none_2,none,0.8,0.03,1,2.20426957772592,1.8033080222740814,0,11612.80873317776
none_3,none,0.8,0.03,1,2.195339572359559,1.8122380276404422,0,11586.018717078678
none_0,none,0.8,0.03,1,2.2010873035114358,1.806490296488565,0,11603.261910534307
none_1,none,0.8,0.03,1,2.23788831263319,1.7696892873668106,0,11713.66493789957
none_2,none,0.8,0.03,2,2.2085446937073425,1.7990329062926587,0,18238.44281429979
none_3,none,0.8,0.03,2,2.180072337678048,1.8275052623219525,0,18126.23573011282
none_0,none,0.8,0.03,2,2.1897085746197873,1.8178690253802137,0,18172.387634393668
none_1,none,0.8,0.03,2,2.1893826985649647,1.8181949014350363,0,18281.813033594466
none_2,none,0.8,0.03,3,2.231343213371296,1.7762343866287047,0,24932.472454413677
none_3,none,0.8,0.03,3,2.213505830936733,1.7940717690632684,0,24766.75322292302
none_0,none,0.8,0.03,3,2.227165564304326,1.7804120356956745,0,24853.884327306645
none_1,none,0.8,0.03,3,2.2519380706548318,1.755639529345169,0,25037.62724555896
none_6,none,0.8,0.03,1,2.2813572709311365,1.7262203290688642,0,11844.071812793409
none_7,none,0.8,0.03,1,2.2136344905786194,1.7939431094213814,0,11640.903471735859
none_4,none,0.8,0.03,1,2.2010660581619432,1.8065115418380584,0,11603.19817448583
none_5,none,0.8,0.03,1,2.209233237227991,1.7983443627720102,0,11627.699711683972
none_6,none,0.8,0.03,2,2.1717138903288253,1.8358637096711763,0,18359.213483779884
none_7,none,0.8,0.03,2,2.1940261215658055,1.8135514784341953,0,18222.981836433275
none_4,none,0.8,0.03,2,2.226759181856076,1.780818418143925,0,18283.475720054055
none_5,none,0.8,0.03,2,2.2617230920573834,1.745854507942617,0,18412.868987856124
none_6,none,0.8,0.03,3,2.18488136303281,1.8226962369671913,0,24913.857572878314
none_7,none,0.8,0.03,3,2.1961107480028406,1.8114668519971604,0,24811.314080441796
none_4,none,0.8,0.03,3,2.2439287998869317,1.7636488001130683,0,25015.26211971485
none_5,none,0.8,0.03,3,2.169435906247533,1.8381416937524682,0,24921.176706598722
none_10,none,0.8,0.03,1,2.1673918781618586,1.8401857218381426,0,11502.175634485575
none_11,none,0.8,0.03,1,2.2103186293995303,1.797258970600471,0,11630.95588819859
none_8,none,0.8,0.03,1,2.202655893004068,1.804921706995933,0,11607.967679012203
none_9,none,0.8,0.03,1,2.1766608567391863,1.8309167432608149,0,11529.982570217559
none_10,none,0.8,0.03,2,2.2136140236409494,1.793963576359052,0,18143.017705408423
none_11,none,0.8,0.03,2,2.207468028949839,1.8001095710501624,0,18253.359975048108
none_8,none,0.8,0.03,2,2.1507662199706252,1.8568113800293764,0,18060.266338924077
none_9,none,0.8,0.03,2,2.2251900538635456,1.7823875461364553,0,18205.552731808195
none_10,none,0.8,0.03,3,2.2059088961937703,1.8016687038062305,0,24760.744393989735
none_11,none,0.8,0.03,3,2.1702161112342795,1.8373614887657221,0,24764.00830875095
none_8,none,0.8,0.03,3,2.258363334825732,1.7492142651742688,0,24835.356343401272
none_9,none,0.8,0.03,3,2.204282186019491,1.8032954139805102,0,24818.39928986667
none_14,none,0.8,0.03,1,2.2056532032322553,1.8019243967677456,0,11616.959609696765
none_12,none,0.8,0.03,1,2.1718059460764048,1.8357716539235966,0,11515.417838229214
none_13,none,0.8,0.03,1,2.1718059460764048,1.8357716539235966,0,11515.417838229214
none_14,none,0.8,0.03,2,2.2439114471049115,1.7636661528950888,0,18348.6939510115
none_12,none,0.8,0.03,2,2.1828083084519685,1.8247692915480322,0,18063.84276358512
none_13,none,0.8,0.03,2,2.1507662199706252,1.8568113800293764,0,17967.71649814109
none_14,none,0.8,0.03,3,2.2185671386771446,1.7890104613228561,0,25004.395367042933
none_12,none,0.8,0.03,3,2.1892189850279284,1.8183586149720727,0,24631.499718668903
none_13,none,0.8,0.03,3,2.1830650916399206,1.8245125083600806,0,24516.911773060852
calendar_15,calendar,0.8,0.03,1,3.0352364879312503,0.9723411120687503,5,13855.709463793752
calendar_18,calendar,0.8,0.03,1,2.977882277950077,1.0296953220499225,5,13683.64683385023
calendar_16,calendar,0.8,0.03,1,3.1442928850177765,0.8632847149822236,5,14182.87865505333
calendar_17,calendar,0.8,0.03,1,2.9712380869780683,1.0363395130219337,5,13663.714260934205
calendar_15,calendar,0.8,0.03,2,3.041160440999017,0.9664171590009827,5,22729.1907867908
calendar_18,calendar,0.8,0.03,2,3.0613530635904938,0.9462245364095061,5,22617.70602462171
calendar_16,calendar,0.8,0.03,2,2.9925508433679697,1.0150267566320301,5,22910.53118515724
