run_id,strategy,efficacy,increment,season,grain_tha,pest_loss_tha,spray_count,end_money
none_0,none,0.9,0.03,1,2.19560320239335,1.8119743976066514,0,11586.80960718005
none_1,none,0.9,0.03,1,2.1772557763925695,1.8303218236074315,0,11531.767329177708
none_2,none,0.9,0.03,1,2.2138766602288316,1.7937009397711694,0,11641.629980686495
none_3,none,0.9,0.03,1,2.169435906247533,1.8381416937524682,0,11508.307718742599
none_0,none,0.9,0.03,2,2.2211032820486687,1.7864743179513323,0,18250.119453326057
none_1,none,0.9,0.03,2,2.1976194683189445,1.8099581316810562,0,18124.62573413454
none_2,none,0.9,0.03,2,2.2121061230023638,1.7954714769976372,0,18277.948349693586
none_3,none,0.9,0.03,2,2.2264709027434875,1.7811066972565133,0,18187.72042697306
none_0,none,0.9,0.03,3,2.1817235261816963,1.8258540738183053,0,24795.290031871147
none_1,none,0.9,0.03,3,2.200851226159154,1.8067263738408468,0,24727.179412612004
none_2,none,0.9,0.03,3,2.168668848514008,1.8389087514859932,0,24783.954895235613
none_3,none,0.9,0.03,3,2.2335739507851837,1.7740036492148172,0,24888.442279328614
none_4,none,0.9,0.03,1,2.193243705287466,1.814333894712535,0,11579.731115862398
none_5,none,0.9,0.03,1,2.194554241331035,1.8130233586689664,0,11583.662723993104
none_6,none,0.9,0.03,1,2.243324404502357,1.764253195497644,0,11729.97321350707
none_7,none,0.9,0.03,1,2.2628345158030676,1.7447430841969327,0,11788.503547409204
none_4,none,0.9,0.03,2,2.178255690989205,1.8293219090107966,0,18114.498188830014
none_5,none,0.9,0.03,2,2.2179922044320275,1.789585395567973,0,18237.639337289187
none_6,none,0.9,0.03,2,2.2351891775712964,1.7723884224287036,0,18435.54074622096
none_7,none,0.9,0.03,2,2.2960225686222415,1.7115550313777588,0,18676.571253275928
none_4,none,0.9,0.03,3,2.1685325434148215,1.8390450565851797,0,24620.09581907448
none_5,none,0.9,0.03,3,2.1949663414437643,1.8126112585562368,0,24822.538361620478
