run_id,strategy,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction
none_2,none,1,0,0,2.2598601771513596,1.7477174228486407,0,0.0
none_2,none,1,1,0,2.1780158016019975,1.829561798398004,0,0.0
none_2,none,1,2,0,2.1955023058456806,1.8120752941543206,0,0.0
none_2,none,1,3,0,2.2227580390892774,1.7848195609107236,0,0.0
none_2,none,1,4,0,2.212620870248439,1.7949567297515623,0,0.0
none_2,none,1,5,0,2.232418504693744,1.7751590953062564,0,0.0
none_2,none,1,6,0,2.222681068622301,1.7848965313777,0,0.0
none_2,none,1,7,0,2.219955313126477,1.7876222868735239,0,0.0
none_2,none,1,8,0,2.1919859864619275,1.8155916135380736,0,0.0
none_2,none,1,9,0,2.267927421433322,1.739650178566679,0,0.0
none_2,none,1,0,1,2.2114735735471216,1.7961040264528791,0,0.0
none_2,none,1,1,1,2.1569584999701976,1.8506191000298038,0,0.0
none_2,none,1,2,1,2.1787847858855485,1.8287928141144532,0,0.0
none_2,none,1,3,1,2.174228343946899,1.8333492560531028,0,0.0
none_2,none,1,4,1,2.1953218410371096,1.8122557589628918,0,0.0
none_2,none,1,5,1,2.1836306642504164,1.8239469357495848,0,0.0
none_2,none,1,6,1,2.177671442076011,1.8299061579239904,0,0.0
none_2,none,1,7,1,2.1863949180016973,1.8211826819983037,0,0.0
none_2,none,1,8,1,2.167892593866347,1.8396850061336545,0,0.0
none_2,none,1,9,1,2.1919596487229227,1.815617951277079,0,0.0
none_2,none,1,0,2,2.237859816969281,1.76971778303072,0,0.0
none_2,none,1,1,2,2.1650936788504604,1.8424839211495405,0,0.0
none_2,none,1,2,2,2.1860706746841765,1.821506925315825,0,0.0
none_2,none,1,3,2,2.2100592129138117,1.7975183870861893,0,0.0
none_2,none,1,4,2,2.2290876652133584,1.7784899347866423,0,0.0
none_2,none,1,5,2,2.211887970023276,1.795689629976725,0,0.0
none_2,none,1,6,2,2.2054925450202227,1.8020850549797782,0,0.0
none_2,none,1,7,2,2.2181462554850553,1.7894313445149457,0,0.0
none_2,none,1,8,2,2.1813074041485154,1.8262701958514855,0,0.0
none_2,none,1,9,2,2.1888162091752243,1.818761390824777,0,0.0
none_2,none,1,0,3,2.2221540442039904,1.7854235557960103,0,0.0
none_2,none,1,1,3,2.1969860873570246,1.8105915126429764,0,0.0
none_2,none,1,2,3,2.18408903543446,1.8234885645655414,0,0.0
none_2,none,1,3,3,2.1926893331857467,1.8148882668142545,0,0.0
none_2,none,1,4,3,2.2443187031950678,1.763258896804933,0,0.0
none_2,none,1,5,3,2.208719115205073,1.7988584847949285,0,0.0
none_2,none,1,6,3,2.2288257493225614,1.7787518506774391,0,0.0
none_2,none,1,7,3,2.2102635944403866,1.7973140055596144,0,0.0
none_2,none,1,8,3,2.179341541876361,1.8282360581236399,0,0.0
none_2,none,1,9,3,2.236348119845797,1.7712294801542041,0,0.0
none_2,none,1,0,4,2.245474529171992,1.7621030708280085,0,0.0
none_2,none,1,1,4,2.2149880061846723,1.7925895938153285,0,0.0
none_2,none,1,2,4,2.1820567365814716,1.8255208634185291,0,0.0
none_2,none,1,3,4,2.193671075626265,1.8139065243737365,0,0.0
none_2,none,1,4,4,2.2050564491754794,1.8025211508245218,0,0.0
none_2,none,1,5,4,2.199739366418445,1.807838233581556,0,0.0
none_2,none,1,6,4,2.1993361925326194,1.8082414074673818,0,0.0
none_2,none,1,7,4,2.1906957828920928,1.8168818171079084,0,0.0
none_2,none,1,8,4,2.1813083667542648,1.8262692332457366,0,0.0
none_2,none,1,9,4,2.2081336243665084,1.7994439756334928,0,0.0
none_2,none,1,0,5,2.263600510804937,1.743977089195064,0,0.0
none_2,none,1,1,5,2.2030887095045024,1.8044888904954988,0,0.0
none_2,none,1,2,5,2.1786040833170914,1.8289735166829102,0,0.0
none_2,none,1,3,5,2.206872343897464,1.8007052561025372,0,0.0
none_2,none,1,4,5,2.1967485432727503,1.8108290567272507,0,0.0
none_2,none,1,5,5,2.2098837284726973,1.7976938715273034,0,0.0
none_2,none,1,6,5,2.187284015479553,1.820293584520448,0,0.0
none_2,none,1,7,5,2.186364717959619,1.821212882040382,0,0.0
none_2,none,1,8,5,2.19962395564068,1.8079536443593214,0,0.0
none_2,none,1,9,5,2.2276215602168272,1.7799560397831735,0,0.0
none_2,none,1,0,6,2.2364302356540855,1.7711473643459152,0,0.0
none_2,none,1,1,6,2.162138550062257,1.8454390499377444,0,0.0
none_2,none,1,2,6,2.186848876832927,1.8207287231670741,0,0.0
none_2,none,1,3,6,2.1935905167146337,1.813987083285367,0,0.0
none_2,none,1,4,6,2.192662542762311,1.8149150572376902,0,0.0
none_2,none,1,5,6,2.1899944568652163,1.8175831431347846,0,0.0
none_2,none,1,6,6,2.1771789246002085,1.830398675399793,0,0.0
none_2,none,1,7,6,2.183342001000925,1.8242355989990762,0,0.0
none_2,none,1,8,6,2.1685976168425287,1.838979983157473,0,0.0
none_2,none,1,9,6,2.269923214593646,1.7376543854063549,0,0.0
none_2,none,1,0,7,2.228208946329623,1.7793686536703777,0,0.0
none_2,none,1,1,7,2.163865523812661,1.8437120761873402,0,0.0
none_2,none,1,2,7,2.1645669215466965,1.8430106784533047,0,0.0
none_2,none,1,3,7,2.1918415328539576,1.8157360671460436,0,0.0
none_2,none,1,4,7,2.18777794151786,1.8197996584821412,0,0.0
none_2,none,1,5,7,2.1903608773247325,1.8172167226752687,0,0.0
none_2,none,1,6,7,2.208849685910252,1.7987279140897492,0,0.0
none_2,none,1,7,7,2.1955091565271574,1.8120684434728438,0,0.0
none_2,none,1,8,7,2.204602346463445,1.802975253536556,0,0.0
none_2,none,1,9,7,2.247852937352851,1.7597246626471499,0,0.0
none_2,none,1,0,8,2.224126759102154,1.7834508408978471,0,0.0
none_2,none,1,1,8,2.1668096241868815,1.8407679758131201,0,0.0
none_2,none,1,2,8,2.1677723569657905,1.8398052430342111,0,0.0
none_2,none,1,3,8,2.160968705837338,1.8466088941626637,0,0.0
none_2,none,1,4,8,2.1685128305084276,1.8390647694915736,0,0.0
none_2,none,1,5,8,2.213755547616914,1.7938220523830868,0,0.0
none_2,none,1,6,8,2.222650451518324,1.7849271484816769,0,0.0
none_2,none,1,7,8,2.2020390773956096,1.8055385226043916,0,0.0
none_2,none,1,8,8,2.168562251210756,1.8390153487892458,0,0.0
none_2,none,1,9,8,2.202750670014766,1.8048269299852358,0,0.0
none_2,none,1,0,9,2.2941009368522045,1.7134766631477953,0,0.0
none_2,none,1,1,9,2.2118032798253693,1.795774320174632,0,0.0
none_2,none,1,2,9,2.215127546090537,1.792450053909464,0,0.0
none_2,none,1,3,9,2.2257813527631525,1.7817962472368485,0,0.0
none_2,none,1,4,9,2.2277726492129344,1.7798049507870668,0,0.0
none_2,none,1,5,9,2.2706056616570867,1.736971938342914,0,0.0
none_2,none,1,6,9,2.251706956330536,1.7558706436694644,0,0.0
none_2,none,1,7,9,2.2299679907919,1.777609609208101,0,0.0
none_2,none,1,8,9,2.208362724281663,1.799214875718338,0,0.0
none_2,none,1,9,9,2.2628967005690757,1.7446808994309253,0,0.0
none_3,none,1,0,0,2.2743145875383464,1.733263012461654,0,0.0
none_3,none,1,1,0,2.19265618309749,1.8149214169025112,0,0.0
none_3,none,1,2,0,2.234025447541328,1.7735521524586728,0,0.0
none_3,none,1,3,0,2.2266031381242994,1.780974461875702,0,0.0
none_3,none,1,4,0,2.234776366499011,1.77280123350099,0,0.0
none_3,none,1,5,0,2.264729437504908,1.7428481624950924,0,0.0
none_3,none,1,6,0,2.272231688513527,1.7353459114864733,0,0.0
none_3,none,1,7,0,2.2564932060422156,1.7510843939577854,0,0.0
none_3,none,1,8,0,2.1913065546124066,1.8162710453875945,0,0.0
none_3,none,1,9,0,2.250170674574654,1.7574069254253468,0,0.0
none_3,none,1,0,1,2.1982962337892515,1.8092813662107494,0,0.0
none_3,none,1,1,1,2.166861184063511,1.8407164159364902,0,0.0
none_3,none,1,2,1,2.2092056432689122,1.7983719567310887,0,0.0
none_3,none,1,3,1,2.1906669374713172,1.8169106625286833,0,0.0
none_3,none,1,4,1,2.17011078595868,1.8374668140413215,0,0.0
none_3,none,1,5,1,2.220964703919817,1.786612896080184,0,0.0
none_3,none,1,6,1,2.2073853665854792,1.8001922334145217,0,0.0
none_3,none,1,7,1,2.215393109102053,1.792184490897948,0,0.0
none_3,none,1,8,1,2.1810673479973026,1.8265102520026986,0,0.0
none_3,none,1,9,1,2.233248685899044,1.7743289141009575,0,0.0
none_3,none,1,0,2,2.2066377587796517,1.8009398412203492,0,0.0
none_3,none,1,1,2,2.1729352459924813,1.8346423540075198,0,0.0
none_3,none,1,2,2,2.172977672475206,1.834599927524795,0,0.0
none_3,none,1,3,2,2.2090943784277584,1.7984832215722426,0,0.0
none_3,none,1,4,2,2.1921181508350127,1.815459449164989,0,0.0
none_3,none,1,5,2,2.2116421169432225,1.7959354830567786,0,0.0
none_3,none,1,6,2,2.1818748655158675,1.8257027344841337,0,0.0
none_3,none,1,7,2,2.1861798541093114,1.82139774589069,0,0.0
none_3,none,1,8,2,2.1823414639018814,1.82523613609812,0,0.0
none_3,none,1,9,2,2.2439558348416835,1.7636217651583173,0,0.0
none_3,none,1,0,3,2.2188511198564913,1.7887264801435094,0,0.0
none_3,none,1,1,3,2.1739742247441063,1.8336033752558953,0,0.0
none_3,none,1,2,3,2.1761637037913006,1.8314138962087003,0,0.0
