run_id,strategy,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
none_3,none,1,0,0,2.280151401485163,1.7274261985148374,0,0.0,110.6
none_3,none,1,1,0,2.1918595933788017,1.8157180066211995,0,0.0,110.6
none_3,none,1,2,0,2.2044680657787548,1.8031095342212466,0,0.0,110.6
none_3,none,1,3,0,2.2461398801195274,1.7614377198804738,0,0.0,110.6
none_3,none,1,4,0,2.246960009851926,1.7606175901480747,0,0.0,110.6
none_3,none,1,5,0,2.21299215056058,1.7945854494394216,0,0.0,110.6
none_3,none,1,6,0,2.2467391160863603,1.7608384839136408,0,0.0,110.6
none_3,none,1,7,0,2.2357340825802723,1.771843517419729,0,0.0,110.6
none_3,none,1,8,0,2.1994345112171416,1.8081430887828598,0,0.0,110.6
none_3,none,1,9,0,2.2767621479830074,1.730815452016993,0,0.0,110.6
none_3,none,1,0,1,2.1944224578120113,1.8131551421879897,0,0.0,110.6
none_3,none,1,1,1,2.1476949180039004,1.8598826819961012,0,0.0,110.6
none_3,none,1,2,1,2.1691360379318225,1.8384415620681784,0,0.0,110.6
none_3,none,1,3,1,2.1753993394999562,1.8321782605000447,0,0.0,110.6
none_3,none,1,4,1,2.189084884762704,1.818492715237297,0,0.0,110.6
none_3,none,1,5,1,2.166134626954344,1.8414429730456572,0,0.0,110.6
none_3,none,1,6,1,2.167531618745691,1.8400459812543102,0,0.0,110.6
none_3,none,1,7,1,2.2042889493373354,1.8032886506626655,0,0.0,110.6
none_3,none,1,8,1,2.1707765492726714,1.83680105072733,0,0.0,110.6
none_3,none,1,9,1,2.1963622463145906,1.811215353685411,0,0.0,110.6
none_3,none,1,0,2,2.2325492743131394,1.7750283256868622,0,0.0,110.6
none_3,none,1,1,2,2.178668520309043,1.8289090796909586,0,0.0,110.6
none_3,none,1,2,2,2.172795135327733,1.8347824646722684,0,0.0,110.6
none_3,none,1,3,2,2.2179271036169332,1.789650496383068,0,0.0,110.6
none_3,none,1,4,2,2.178812435115378,1.828765164884623,0,0.0,110.6
none_3,none,1,5,2,2.1808472263344263,1.8267303736655751,0,0.0,110.6
none_3,none,1,6,2,2.1844231790538875,1.8231544209461137,0,0.0,110.6
none_3,none,1,7,2,2.179273503850977,1.828304096149024,0,0.0,110.6
none_3,none,1,8,2,2.1646379512894347,1.8429396487105667,0,0.0,110.6
none_3,none,1,9,2,2.2322730063377785,1.7753045936622227,0,0.0,110.6
none_3,none,1,0,3,2.2704030007734937,1.737174599226507,0,0.0,110.6
none_3,none,1,1,3,2.1615739569874677,1.8460036430125337,0,0.0,110.6
none_3,none,1,2,3,2.2001672853315086,1.8074103146684923,0,0.0,110.6
none_3,none,1,3,3,2.175460104898181,1.8321174951018202,0,0.0,110.6
none_3,none,1,4,3,2.1765401745205906,1.831037425479411,0,0.0,110.6
none_3,none,1,5,3,2.1740307245971837,1.833546875402818,0,0.0,110.6
none_3,none,1,6,3,2.1885246374739604,1.8190529625260408,0,0.0,110.6
none_3,none,1,7,3,2.1947718932737543,1.8128057067262466,0,0.0,110.6
none_3,none,1,8,3,2.1928632712297853,1.8147143287702157,0,0.0,110.6
none_3,none,1,9,3,2.259970937499963,1.7476066625000382,0,0.0,110.6
none_3,none,1,0,4,2.2277851430127087,1.7797924569872925,0,0.0,110.6
none_3,none,1,1,4,2.1781747229349295,1.8294028770650714,0,0.0,110.6
none_3,none,1,2,4,2.1987873960361517,1.8087902039638497,0,0.0,110.6
none_3,none,1,3,4,2.188904017843945,1.8186735821560567,0,0.0,110.6
none_3,none,1,4,4,2.17217532427466,1.8354022757253412,0,0.0,110.6
none_3,none,1,5,4,2.190593723453374,1.8169838765466273,0,0.0,110.6
none_3,none,1,6,4,2.192835871391057,1.8147417286089436,0,0.0,110.6
none_3,none,1,7,4,2.198869511823662,1.808708088176339,0,0.0,110.6
none_3,none,1,8,4,2.198870611430817,1.8087069885691842,0,0.0,110.6
none_3,none,1,9,4,2.2217173907553764,1.7858602092446245,0,0.0,110.6
none_3,none,1,0,5,2.2028848444442337,1.8046927555557677,0,0.0,110.6
none_3,none,1,1,5,2.189974694328549,1.8176029056714518,0,0.0,110.6
none_3,none,1,2,5,2.210783001787809,1.7967945982121916,0,0.0,110.6
none_3,none,1,3,5,2.192656503386633,1.8149210966133678,0,0.0,110.6
none_3,none,1,4,5,2.1985218029608395,1.8090557970391614,0,0.0,110.6
