run_id,strategy,pesticide_threshold,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
threshold_1,threshold,0.1,1,0,0,3.542459653694127,0.46511794630587333,10,0.195,110.6
threshold_1,threshold,0.1,1,1,0,3.404304237473116,0.6032733625268838,10,0.195,110.6
threshold_1,threshold,0.1,1,2,0,3.394153162776002,0.6134244372239978,10,0.195,110.6
threshold_1,threshold,0.1,1,3,0,3.398294303504392,0.6092832964956064,10,0.195,110.6
threshold_1,threshold,0.1,1,4,0,3.3912666600820023,0.6163109399179983,10,0.195,110.6
threshold_1,threshold,0.1,1,5,0,3.408297567781414,0.5992800322185875,10,0.195,110.6
threshold_1,threshold,0.1,1,6,0,3.413673905282727,0.5939036947172719,10,0.195,110.6
threshold_1,threshold,0.1,1,7,0,3.3827240681376014,0.6248535318623994,10,0.195,110.6
threshold_1,threshold,0.1,1,8,0,3.3421767978491936,0.665400802150807,10,0.195,110.6
threshold_1,threshold,0.1,1,9,0,3.4703890669151325,0.5371885330848671,10,0.195,110.6
threshold_1,threshold,0.1,1,0,1,3.4051002842740212,0.6024773157259801,10,0.195,110.6
threshold_1,threshold,0.1,1,1,1,3.202246442303665,0.8053311576963362,10,0.195,110.6
threshold_1,threshold,0.1,1,2,1,3.3042470023060524,0.7033305976939472,10,0.195,110.6
threshold_1,threshold,0.1,1,3,1,3.30254971410807,0.7050278858919308,10,0.195,110.6
threshold_1,threshold,0.1,1,4,1,3.3099658650602017,0.6976117349397969,10,0.195,110.6
threshold_1,threshold,0.1,1,5,1,3.3387836336204937,0.6687939663795072,10,0.195,110.6
threshold_1,threshold,0.1,1,6,1,3.2814448603149167,0.7261327396850826,10,0.195,110.6
threshold_1,threshold,0.1,1,7,1,3.2928404592182363,0.7147371407817638,10,0.195,110.6
threshold_1,threshold,0.1,1,8,1,3.216222651406178,0.7913549485938238,10,0.195,110.6
threshold_1,threshold,0.1,1,9,1,3.3251730165827276,0.6824045834172734,10,0.195,110.6
threshold_1,threshold,0.1,1,0,2,3.407774541228944,0.599803058771056,10,0.195,110.6
threshold_1,threshold,0.1,1,1,2,3.2934232380541575,0.7141543619458426,10,0.195,110.6
threshold_1,threshold,0.1,1,2,2,3.3621446947846314,0.6454329052153673,10,0.195,110.6
threshold_1,threshold,0.1,1,3,2,3.3201485426206943,0.6874290573793063,10,0.195,110.6
threshold_1,threshold,0.1,1,4,2,3.3340949484390063,0.6734826515609944,10,0.195,110.6
threshold_1,threshold,0.1,1,5,2,3.3455129912357813,0.6620646087642175,10,0.195,110.6
threshold_1,threshold,0.1,1,6,2,3.3404612399454123,0.6671163600545877,10,0.195,110.6
threshold_1,threshold,0.1,1,7,2,3.3082484383412156,0.6993291616587837,10,0.195,110.6
threshold_1,threshold,0.1,1,8,2,3.30061196517403,0.7069656348259699,10,0.195,110.6
threshold_1,threshold,0.1,1,9,2,3.3939103413848897,0.6136672586151104,10,0.195,110.6
threshold_1,threshold,0.1,1,0,3,3.4021402076637175,0.6054373923362825,10,0.195,110.6
threshold_1,threshold,0.1,1,1,3,3.2511839504540383,0.756393649545962,10,0.195,110.6
threshold_1,threshold,0.1,1,2,3,3.3230208460614974,0.6845567539385021,10,0.195,110.6
threshold_1,threshold,0.1,1,3,3,3.3647313178768856,0.6428462821231135,10,0.195,110.6
threshold_1,threshold,0.1,1,4,3,3.3781481796862476,0.6294294203137516,10,0.195,110.6
threshold_1,threshold,0.1,1,5,3,3.34098150091108,0.6665960990889181,10,0.195,110.6
threshold_1,threshold,0.1,1,6,3,3.3170546234111935,0.6905229765888067,10,0.195,110.6
