cycle,season,strategy,pest_load,k_pest,spray_count,days_since_last_spray,biomass
1,1,calendar,0.1,0.98,0,1,2.709504
2,1,calendar,0.2,0.96,0,2,5.363712
3,1,calendar,0.30000000000000004,0.94,0,3,7.962624
4,1,calendar,0.4,0.6399999999999999,0,4,14.155776
5,1,calendar,0.5,0.55,0,5,19.478016
6,1,calendar,0.5,0.55,0,6,24.800256
7,1,calendar,0.6,0.5,0,7,29.638656
8,1,calendar,0.7,0.5,0,8,34.477056000000005
9,1,calendar,0.7999999999999999,0.5,0,9,39.315456000000005
10,1,calendar,0.8999999999999999,0.5,0,10,44.153856000000005
11,1,calendar,0.9999999999999999,0.5,0,11,48.992256000000005
12,1,calendar,0.9999999999999999,0.5,0,12,53.830656000000005
13,1,calendar,1.0,0.5,0,13,58.669056000000005
14,1,calendar,1.0,0.5,0,14,63.507456000000005
15,1,calendar,0.5,0.55,1,1,68.82969600000001
16,1,calendar,0.5,0.55,1,2,74.151936
17,1,calendar,0.6,0.5,1,3,78.99033600000001
18,1,calendar,0.7,0.5,1,4,83.82873600000002
19,1,calendar,0.7999999999999999,0.5,1,5,88.66713600000003
20,1,calendar,0.8999999999999999,0.5,1,6,93.50553600000003
21,1,calendar,0.9999999999999999,0.5,1,7,98.34393600000004
22,1,calendar,1.0,0.5,1,8,103.18233600000005
23,1,calendar,1.0,0.5,1,9,108.02073600000006
24,1,calendar,1.0,0.5,1,10,112.85913600000006
25,1,calendar,1.0,0.5,1,11,117.69753600000007
26,1,calendar,1.0,0.5,1,12,122.53593600000008
27,1,calendar,1.0,0.5,1,13,127.37433600000008
28,1,calendar,1.0,0.5,1,14,132.2127360000001
29,1,calendar,0.5,0.55,2,1,137.53497600000009
30,1,calendar,0.6,0.5,2,2,142.3733760000001
31,1,calendar,0.6,0.5,2,3,147.2117760000001
32,1,calendar,0.6,0.5,2,4,152.0501760000001
33,1,calendar,0.7,0.5,2,5,156.8885760000001
34,1,calendar,0.7999999999999999,0.5,2,6,161.72697600000012
35,1,calendar,0.8999999999999999,0.5,2,7,166.56537600000013
36,1,calendar,0.9999999999999999,0.5,2,8,171.40377600000014
37,1,calendar,1.0,0.5,2,9,176.24217600000014
38,1,calendar,1.0,0.5,2,10,181.08057600000015
39,1,calendar,1.0,0.5,2,11,185.91897600000016
40,1,calendar,1.0,0.5,2,12,190.75737600000016
41,1,calendar,1.0,0.5,2,13,195.59577600000017
42,1,calendar,1.0,0.5,2,14,200.43417600000018
43,1,calendar,0.5,0.55,3,1,205.75641600000017
