cycle,season,strategy,pest_load,k_pest,spray_count,days_since_last_spray,biomass
1,1,none,0.1,0.98,0,1,2.709504
2,1,none,0.2,0.96,0,2,5.363712
3,1,none,0.30000000000000004,0.94,0,3,7.962624
4,1,none,0.30000000000000004,0.73,0,4,15.026688
5,1,none,0.4,0.6399999999999999,0,5,21.219839999999998
6,1,none,0.5,0.55,0,6,26.54208
7,1,none,0.6,0.5,0,7,31.38048
8,1,none,0.7,0.5,0,8,36.21888
9,1,none,0.7999999999999999,0.5,0,9,41.05728
10,1,none,0.8999999999999999,0.5,0,10,45.89568
11,1,none,0.9999999999999999,0.5,0,11,50.73408
12,1,none,0.9999999999999999,0.5,0,12,55.57248
13,1,none,0.9999999999999999,0.5,0,13,60.41088
14,1,none,1.0,0.5,0,14,65.24928
15,1,none,1.0,0.5,0,15,70.08768
16,1,none,1.0,0.5,0,16,74.92608000000001
17,1,none,1.0,0.5,0,17,79.76448000000002
18,1,none,1.0,0.5,0,18,84.60288000000003
19,1,none,1.0,0.5,0,19,89.44128000000003
20,1,none,1.0,0.5,0,20,94.27968000000004
21,1,none,1.0,0.5,0,21,99.11808000000005
22,1,none,1.0,0.5,0,22,103.95648000000006
23,1,none,1.0,0.5,0,23,108.79488000000006
24,1,none,1.0,0.5,0,24,113.63328000000007
25,1,none,1.0,0.5,0,25,118.47168000000008
26,1,none,1.0,0.5,0,26,123.31008000000008
27,1,none,1.0,0.5,0,27,128.1484800000001
28,1,none,1.0,0.5,0,28,132.9868800000001
29,1,none,1.0,0.5,0,29,137.8252800000001
30,1,none,1.0,0.5,0,30,142.6636800000001
31,1,none,1.0,0.5,0,31,147.50208000000012
32,1,none,1.0,0.5,0,32,152.34048000000013
33,1,none,1.0,0.5,0,33,157.17888000000013
34,1,none,1.0,0.5,0,34,162.01728000000014
35,1,none,1.0,0.5,0,35,166.85568000000015
36,1,none,1.0,0.5,0,36,171.69408000000016
37,1,none,1.0,0.5,0,37,176.53248000000016
38,1,none,1.0,0.5,0,38,181.37088000000017
39,1,none,1.0,0.5,0,39,186.20928000000018
40,1,none,1.0,0.5,0,40,191.04768000000018
41,1,none,1.0,0.5,0,41,195.8860800000002
42,1,none,1.0,0.5,0,42,200.7244800000002
43,1,none,1.0,0.5,0,43,205.5628800000002
44,1,none,1.0,0.5,0,44,210.4012800000002
45,1,none,1.0,0.5,0,45,215.23968000000022
46,1,none,1.0,0.5,0,46,220.07808000000023
47,1,none,1.0,0.5,0,47,224.91648000000023
48,1,none,1.0,0.5,0,48,229.75488000000024
49,1,none,1.0,0.5,0,49,234.59328000000025
50,1,none,1.0,0.5,0,50,239.43168000000026
51,1,none,1.0,0.5,0,51,244.27008000000026
52,1,none,1.0,0.5,0,52,250.49088000000026
53,1,none,1.0,0.5,0,53,256.7116800000003
54,1,none,1.0,0.5,0,54,262.9324800000003
55,1,none,1.0,0.5,0,55,269.1532800000003
56,1,none,1.0,0.5,0,56,275.3740800000003
57,1,none,1.0,0.5,0,57,281.5948800000003
58,1,none,1.0,0.5,0,58,287.81568000000027
59,1,none,1.0,0.5,0,59,294.03648000000027
60,1,none,1.0,0.5,0,60,300.25728000000026
61,1,none,1.0,0.5,0,61,306.47808000000026
62,1,none,1.0,0.5,0,62,312.69888000000026
63,1,none,1.0,0.5,0,63,318.91968000000026
64,1,none,1.0,0.5,0,64,325.14048000000025
65,1,none,1.0,0.5,0,65,331.36128000000025
66,1,none,1.0,0.5,0,66,337.58208000000025
67,1,none,1.0,0.5,0,67,343.80288000000024
68,1,none,1.0,0.5,0,68,350.02368000000024
69,1,none,1.0,0.5,0,69,356.24448000000024
70,1,none,1.0,0.5,0,70,362.46528000000023
71,1,none,1.0,0.5,0,71,368.68608000000023
72,1,none,1.0,0.5,0,72,374.9068800000002
73,1,none,1.0,0.5,0,73,381.1276800000002
74,1,none,1.0,0.5,0,74,387.3484800000002
75,1,none,1.0,0.6,0,75,394.3987200000002
77,2,none,0.1,0.98,0,1,2.709504
78,2,none,0.2,0.96,0,2,5.363712
79,2,none,0.2,0.96,0,3,8.01792
80,2,none,0.30000000000000004,0.73,0,4,15.081984
81,2,none,0.4,0.6399999999999999,0,5,21.275136
82,2,none,0.5,0.55,0,6,26.597376
83,2,none,0.6,0.5,0,7,31.435776
84,2,none,0.7,0.5,0,8,36.274176
85,2,none,0.7999999999999999,0.5,0,9,41.112576
