run_id,strategy,efficacy,increment,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
none_3,none,0.6,0.03,1,2.1507662199706252,1.8568113800293764,0,11452.298659911876,100.0
none_1,none,0.6,0.03,1,2.1911234572834655,1.8164541427165357,0,11573.370371850397,100.0
none_2,none,0.6,0.03,1,2.1988021633834482,1.8087754366165527,0,11596.406490150344,100.0
none_0,none,0.6,0.03,1,2.1702161112342795,1.8373614887657221,0,11510.648333702838,100.0
none_3,none,0.6,0.03,2,2.2255115475421055,1.7820660524578948,0,18128.833302538194,100.0
none_1,none,0.6,0.03,2,2.1636662634910038,1.8439113365089979,0,18064.369162323408,100.0
none_2,none,0.6,0.03,2,2.218803386611478,1.7887742133885232,0,18252.81664998478,100.0
none_0,none,0.6,0.03,2,2.2255272873914946,1.7820503126085059,0,18187.230195877324,100.0
none_3,none,0.6,0.03,3,2.1819017278762955,1.8256758721237052,0,24674.538486167083,100.0
none_1,none,0.6,0.03,3,2.1864590049301165,1.8211185950698852,0,24623.746177113757,100.0
none_2,none,0.6,0.03,3,2.2252700554017437,1.782307544598257,0,24928.62681619001,100.0
none_0,none,0.6,0.03,3,2.1911706507066246,1.8164069492933763,0,24760.742147997196,100.0
none_7,none,0.6,0.03,1,2.1507662199706252,1.8568113800293764,0,11452.298659911876,100.0
none_5,none,0.6,0.03,1,2.15630810603437,1.851269493965632,0,11468.924318103109,100.0
none_6,none,0.6,0.03,1,2.1932720257716993,1.8143055742283019,0,11579.816077315098,100.0
none_4,none,0.6,0.03,1,2.236807677422739,1.7707699225772622,0,11710.423032268216,100.0
none_7,none,0.6,0.03,2,2.1507662199706252,1.8568113800293764,0,17904.59731982375,100.0
none_5,none,0.6,0.03,2,2.1783665972086173,1.829211002791384,0,18004.02410972896,100.0
none_6,none,0.6,0.03,2,2.21526458581983,1.7923130141801706,0,18225.609834774586,100.0
none_4,none,0.6,0.03,2,2.248356609737655,1.7592209902623455,0,18455.49286148118,100.0
none_7,none,0.6,0.03,3,2.1920779295272204,1.8154996704727804,0,24480.831108405415,100.0
none_5,none,0.6,0.03,3,2.165419278824337,1.8421583211756647,0,24500.281946201972,100.0
none_6,none,0.6,0.03,3,2.1670704673279846,1.840507132672017,0,24726.82123675854,100.0
none_4,none,0.6,0.03,3,2.2458753914180827,1.7617022085819178,0,25193.119035735428,100.0
