run_id,strategy,efficacy,increment,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
none_1,none,0.8,0.1,1,2.0367974594246823,1.9707801405753202,0,11110.392378274046,100.0
none_0,none,0.8,0.1,1,2.0367974594246823,1.9707801405753202,0,11110.392378274046,100.0
none_3,none,0.8,0.1,1,2.04292451030353,1.964653089696472,0,11128.773530910588,100.0
none_2,none,0.8,0.1,1,2.0367974594246823,1.9707801405753202,0,11110.392378274046,100.0
none_1,none,0.8,0.1,2,2.0596406465580377,1.9479369534419644,0,17289.31431794816,100.0
none_0,none,0.8,0.1,2,2.0488085378973704,1.9587690621026315,0,17256.817991966156,100.0
none_3,none,0.8,0.1,2,2.0485209986973705,1.9590566013026316,0,17274.3365270027,100.0
none_2,none,0.8,0.1,2,2.0488085378973704,1.9587690621026315,0,17256.817991966156,100.0
none_1,none,0.8,0.1,3,2.0647706122260487,1.942806987773953,0,23483.626154626305,100.0
none_0,none,0.8,0.1,3,2.037766967902625,1.9698106320973767,0,23370.11889567403,100.0
none_3,none,0.8,0.1,3,2.0367974594246823,1.9707801405753202,0,23384.728905276745,100.0
none_2,none,0.8,0.1,3,2.0485209986973705,1.9590566013026316,0,23402.380988058267,100.0
none_5,none,0.8,0.1,1,2.037766967902625,1.9698106320973767,0,11113.300903707875,100.0
none_4,none,0.8,0.1,1,2.0590367551460167,1.9485408448539856,0,11177.11026543805,100.0
none_7,none,0.8,0.1,1,2.0367974594246823,1.9707801405753202,0,11110.392378274046,100.0
none_6,none,0.8,0.1,1,2.0367974594246823,1.9707801405753202,0,11110.392378274046,100.0
none_5,none,0.8,0.1,2,2.0367974594246823,1.9707801405753202,0,17223.693281981923,100.0
none_4,none,0.8,0.1,2,2.0488085378973704,1.9587690621026315,0,17323.535879130162,100.0
none_7,none,0.8,0.1,2,2.0485209986973705,1.9590566013026316,0,17255.955374366156,100.0
none_6,none,0.8,0.1,2,2.0590367551460167,1.9485408448539856,0,17287.502643712098,100.0
none_5,none,0.8,0.1,3,2.047917107285349,1.9596604927146528,0,23367.44460383797,100.0
none_4,none,0.8,0.1,3,2.0367974594246823,1.9707801405753202,0,23433.928257404208,100.0
none_7,none,0.8,0.1,3,2.04292451030353,1.964653089696472,0,23384.728905276745,100.0
none_6,none,0.8,0.1,3,2.070888163384807,1.9366894366151945,0,23500.16713386652,100.0
none_9,none,0.8,0.1,1,2.048223959777281,1.9593536402227214,0,11144.671879331843,100.0
none_8,none,0.8,0.1,1,2.0810107260346378,1.9265668739653643,0,11243.032178103913,100.0
none_11,none,0.8,0.1,1,2.0650581514260486,1.9425194485739534,0,11195.174454278145,100.0
none_10,none,0.8,0.1,1,2.055320519134072,1.9522570808659296,0,11165.961557402217,100.0
none_9,none,0.8,0.1,2,2.0367974594246823,1.9707801405753202,0,17255.06425760589,100.0
none_8,none,0.8,0.1,2,2.0367974594246823,1.9707801405753202,0,17353.42455637796,100.0
none_11,none,0.8,0.1,2,2.0488085378973704,1.9587690621026315,0,17341.600067970256,100.0
none_10,none,0.8,0.1,2,2.047917107285349,1.9596604927146528,0,17309.712879258266,100.0
none_9,none,0.8,0.1,3,2.051429524131201,1.9561480758688012,0,23409.35282999949,100.0
none_8,none,0.8,0.1,3,2.0764306361435656,1.9311469638564362,0,23582.716464808655,100.0
none_11,none,0.8,0.1,3,2.0367974594246823,1.9707801405753202,0,23451.9924462443,100.0
none_10,none,0.8,0.1,3,2.0367974594246823,1.9707801405753202,0,23420.105257532312,100.0
none_15,none,0.8,0.1,1,2.0603131161158914,1.9472644838841104,0,11180.939348347674,100.0
none_14,none,0.8,0.1,1,2.0540441581641975,1.9535334418358046,0,11162.132474492591,100.0
none_13,none,0.8,0.1,1,2.0603131161158914,1.9472644838841104,0,11180.939348347674,100.0
none_12,none,0.8,0.1,1,2.0540441581641975,1.9535334418358046,0,11162.132474492591,100.0
none_15,none,0.8,0.1,2,2.0559050972541617,1.95167250274584,0,17348.65464011016,100.0
none_14,none,0.8,0.1,2,2.0599281857580376,1.9476494142419642,0,17341.917031766705,100.0
none_13,none,0.8,0.1,2,2.0367974594246823,1.9707801405753202,0,17291.33172662172,100.0
