run_id,strategy,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
calendar_58,calendar,3,3.0367736516877466,0.9708039483122535,5,30972.911396420197,100.0
calendar_57,calendar,3,2.9439409621035915,1.063636637896408,5,30531.27431155181,100.0
calendar_56,calendar,3,3.0120165008103656,0.9955610991896334,5,30113.80099516715,100.0
calendar_63,calendar,1,2.9012375464097047,1.1063400535902956,5,13203.712639229114,100.0
calendar_62,calendar,1,2.9405569163166096,1.0670206836833898,5,13321.67074894983,100.0
calendar_61,calendar,1,2.993770263611931,1.0138073363880702,5,13481.310790835792,100.0
calendar_60,calendar,1,3.007512454249597,1.000065145750404,5,13522.53736274879,100.0
calendar_63,calendar,2,3.1217992402714474,0.8857783597285522,5,22069.110360043458,100.0
calendar_62,calendar,2,3.100748011508404,0.9068295884915968,5,22123.91478347504,100.0
calendar_61,calendar,2,3.0168983348661143,0.9906792651338865,5,22032.005795434136,100.0
calendar_60,calendar,2,3.052022505076779,0.9555550949232204,5,22178.604877979127,100.0
calendar_63,calendar,3,2.9539116601014666,1.0536659398985342,5,30430.845340347856,100.0
calendar_62,calendar,3,2.865479119533194,1.1420984804668057,5,30220.352142074622,100.0
calendar_61,calendar,3,3.0039444473418464,1.0036331526581557,5,30543.839137459676,100.0
calendar_60,calendar,3,2.909171468573335,1.0984061314266664,5,30406.119283699132,100.0
calendar_66,calendar,1,3.0742110670312535,0.933366532968747,5,13722.63320109376,100.0
calendar_65,calendar,1,3.167082884305275,0.8404947156947266,5,14001.248652915825,100.0
calendar_64,calendar,1,3.0704106268790907,0.937166973120909,5,13711.231880637271,100.0
calendar_67,calendar,1,3.1072513059742852,0.9003262940257132,5,13821.753917922855,100.0
calendar_66,calendar,2,3.0241222092579454,0.9834553907420568,5,22294.999828867596,100.0
calendar_65,calendar,2,2.9267085159504367,1.0808690840495627,5,22281.374200767135,100.0
calendar_64,calendar,2,3.0291190198734563,0.9784585801265451,5,22298.58894025764,100.0
calendar_67,calendar,2,3.0869799602189314,0.9205976397810691,5,22582.693798579647,100.0
calendar_66,calendar,3,3.024331105714599,0.9832464942854009,5,30867.993146011395,100.0
calendar_65,calendar,3,3.0545127260735363,0.9530648739264624,5,30944.912378987745,100.0
calendar_64,calendar,3,3.1928411203032483,0.8147364796967516,5,31377.112301167384,100.0
calendar_67,calendar,3,2.968016416829116,1.0395611831708838,5,30986.743049066994,100.0
